Id,estVol
ID000BCMX94,0.32927
ID000BC6J11,0.29320799999999997
ID000BFKJL6,0.130617
ID000BL7S92,0.165029
ID000BFGNH7,0.179506
ID000BC9K88,0.203704
ID000BW6697,0.24818400000000002
ID000BD9L75,0.291161
ID000BKYTM7,0.19656600000000002
ID000BCJDC8,0.336214
IDZQ000QXG4,0.274034
ID000NPC987,0.150749
ID000BPL8W5,0.15556
ID000BDTBQ4,0.216916
ID000BFTTT7,0.290716
ID000BFXYQ4,0.168716
ID000BFTRN7,0.20571399999999998
ID000BK5WS6,0.157343
ID000BJKZ32,0.136166
IDZQ000T938,0.101431
ID000F0QP26,0.215881
ID000BN4PQ8,0.20186099999999998
ID000BDZS53,0.132925
ID000BCH3D1,0.15776300000000001
ID000BFT7H8,0.225679
ID000BDZVR2,0.3372
ID000BD7KN1,0.42863500000000004
ID000BRQVN5,0.223429
ID000BG37P5,0.172524
ID000BDSKH5,0.197791
ID000C0N5T7,0.201264
ID000BDR7T2,0.13798
ID000NHW8S3,0.22411599999999998
ID000FJH6R0,0.130272
ID000BMV1Z3,0.1364
ID000M7T338,0.278807
ID000BFTN92,0.177552
ID000C3RNT8,0.316286
ID000BVM7D4,0.227084
ID000LGVDT6,0.217259
ID000CRQZQ2,0.170855
ID000FDL8Z5,0.191876
ID000CQPKC3,0.250752
ID000DMZS88,0.17513
ID000F1SW54,0.161052
ID000BWV7L3,0.451351
ID000PM8N95,0.14214000000000002
ID000PK2ZM3,0.160401
ID000BMCVS6,0.176128
ID000F4LHP6,0.188959
ID000C9PMR1,0.27532399999999996
ID000R51D35,0.243687
ID000KXS3S7,0.131108
ID000QRSLT3,0.32705700000000004
ID000BJ7WR8,0.382714
ID000J82Q56,0.266021
ID000RJ1B93,0.20643499999999998
ID000LZ2NG8,0.15353499999999998
ID000BTFR70,0.233052
ID000BNWF16,0.255121
ID000BD7CY7,0.172315
ID000Q908X7,0.188946
ID000BFX7V7,0.352232
ID000Q9ZVY7,0.19030999999999998
ID000PXTNF1,0.32045799999999997
ID000G9S788,0.214637
ID000Q29Z27,0.26965300000000003
ID0027Y8J58,0.220304
ID0043QHMS3,0.26245799999999997
ID002YVMSH5,0.307314
ID00GY18HD4,0.100749
ID00GY18FK0,0.160951
ID00GY18F84,0.103752
ID00GY1B430,0.090873
ID00GY18C81,0.155032
ID00GY18BV7,0.0867737
IDZQ000TDT1,0.08000399999999999
ID000GYN001,0.150645
ID00GY18FN7,0.0692198
ID000BXPWF0,0.1387
ID000PN3WP0,0.27573200000000003
ID00C7SCYK4,0.199549
ID00DB0DK27,0.151409
ID00GH0YFZ6,0.34591700000000003
ID00GY18BR2,0.0910247
ID00GY18BZ3,0.11121500000000001
ID00GY18C45,0.11946300000000001
ID00GY18FW7,0.0764428
ID00GY18FS2,0.146707
ID00GY18HL5,0.13888499999999998
ID00GY18FC9,0.22006399999999998
ID00GY18CB7,0.0746409
ID00GY18C63,0.106466
ID00GY18HG1,0.139977
ID00GY18BG4,0.0904955
ID00GY18B92,0.06775
ID00GY18FQ4,0.07991260000000001
ID00GY18BC8,0.0999346
ID00GY18BM7,0.105465
ID00GY18HN3,0.161451
ID00GY18FZ4,0.073125
ID00HMXVHY6,0.163627
ID00HMXTF91,0.1683
ID00HMXV625,0.156342
ID00HMXV288,0.22509400000000002
ID00HMXV885,0.173868
ID00HMXT6S0,0.470912
ID00HMXV484,0.14313399999999998
ID00HMXV0Z2,0.277685
ID00HMXV6G0,0.207744
ID00GY18BX5,0.105376
ID00GY15DN5,0.140774
ID00H1LVM01,0.230397
ID00HMXV260,0.123081
ID00HMXTYP2,0.139958
ID00HMXV3J4,0.22939400000000001
ID00HMXV7V1,0.116895
ID00HMXV2K4,0.147308
ID00HMXV117,0.266918
ID00HMXT995,0.217156
ID00HMXTQS6,0.15648499999999999
ID00HMXV313,0.176897
ID00HMXV1P1,0.148281
ID00HMXV0D6,0.149401
ID00HMXV3T3,0.18235099999999999
ID00HMXV7G8,0.198864
ID00HMXTN03,0.190852
ID00HMXVDJ2,0.25567399999999996
ID00HMXVM48,0.348959
ID00HMXVGK3,0.255198
ID00HMXTY90,0.154669
ID00HMXV5B7,0.27120900000000003
ID00HMXV3R5,0.34939000000000003
ID00HMXV5M5,0.17516500000000002
ID00HMXTLK5,0.20839899999999997
ID00HMXV723,0.170559
ID00HMXTNS3,0.139533
ID004MDV3Z9,0.22759899999999997
ID000BPXH52,0.100202
ID000BN6DP4,0.14708800000000002
ID000BRW4V9,0.12546
ID000BD8DV7,0.161802
ID000BLBQW5,0.198712
ID000BQ49H7,0.130323
ID000BSDBR7,0.0818453
ID000BQCV89,0.183882
ID000BPX479,0.149988
ID000BMVWD9,0.07564760000000001
ID000BS0RG8,0.10831099999999999
ID000BQ5YC6,0.0915806
ID000BPYXW6,0.15953499999999998
ID000BD8BK3,0.142147
ID000BRV6T8,0.259923
ID000BPX7Y2,0.2554
ID000BQR198,0.121754
ID000BS0SP6,0.164433
ID000BRV5T0,0.317365
ID000BPWG46,0.1214
ID000BLSXQ9,0.17591199999999999
ID000BPWV70,0.21367199999999997
ID000BLT3C9,0.24756599999999998
ID000BPWR97,0.141572
ID000BPX2K8,0.139525
ID000BVDBF3,0.17133199999999998
ID000BRV8L2,0.19255799999999998
ID000BLQR75,0.254203
ID000BRXYH8,0.210236
ID000BPXFV7,0.331046
ID000BRPP68,0.195933
ID000BPYTH2,0.255696
ID000BPYW94,0.252691
ID000BPXBH2,0.240456
ID000LGGPW2,0.215962
ID000C2M2P5,0.294779
ID000LFQG62,0.21941999999999998
ID000BNQJK4,0.137298
ID000BRPN09,0.260104
ID000BPWRY9,0.313299
ID000BRW733,0.24033800000000002
ID000HTDW48,0.242986
ID000C55X79,0.12282
ID000C58YM7,0.446247
ID000BPXD42,0.214071
ID000BRT1B1,0.297052
ID000LFQCN2,0.155624
ID000C590L1,0.41764399999999996
ID000CQ77H7,0.23174299999999998
ID000C23K94,0.235889
ID000BPXYN5,0.33123400000000003
ID000BNPK40,0.142714
ID000N61YP7,0.168037
ID000GW36J4,0.177123
ID000BV33C5,0.19270299999999999
ID000NBW9M0,0.261533
ID000BPYCJ7,0.368026
ID000C4ZS16,0.19504200000000002
ID000BPY977,0.15896
ID000BZNRC1,0.186279
ID000BL2JL3,0.228452
ID000CTKSS8,0.406019
ID000BRZ0W3,0.181199
ID000BRZ213,0.158686
ID000DLQDF5,0.43393999999999994
