Id,estVol
ID000BCMX94,0.331894
ID000BFYG28,0.276856
ID000BC6J11,0.26155100000000003
ID000BFKJL6,0.156568
ID000BL7S92,0.14796199999999998
ID000BFGNH7,0.208195
ID000BC9K88,0.343552
ID000BW6697,0.21631
ID000BD9L75,0.248406
ID000BKYTM7,0.182887
ID000BCJDC8,0.188775
IDZQ000QXG4,0.378763
ID000NPC987,0.168567
ID000BPL8W5,0.158493
ID000BDTBQ4,0.314245
ID000BFTTT7,0.353096
ID000BFXYQ4,0.23656799999999997
ID000BFTRN7,0.197577
ID000BFY1Y6,0.36231199999999997
ID000BK5WS6,0.141459
ID000BJKZ32,0.13427
ID000BFT3V1,0.312306
IDZQ000T938,0.128565
ID000F0QP26,0.226764
ID000BN4PQ8,0.205857
ID000BFT5N5,0.42276800000000003
ID000BDZS53,0.166545
ID000BCH3D1,0.18487699999999999
ID000BFT7H8,0.289892
ID000BDZVR2,0.477084
ID000BD7KN1,0.24614899999999998
ID000BRQVN5,0.463992
ID000BG37P5,0.212277
ID000BDSKH5,0.279174
ID000C0N5T7,0.283527
ID000BDR7T2,0.17418499999999998
ID000NHW8S3,0.179402
ID000FJH6R0,0.147412
ID000BMV1Z3,0.18946300000000002
ID000M7T338,0.446362
ID000BVX699,0.645
ID000BFTN92,0.218707
ID000C3RNT8,0.304742
ID000BVM7D4,0.339681
ID000LGVDT6,0.23905500000000002
ID000CRQZQ2,0.320372
ID000CRGDK8,0.172949
ID000C89KR5,0.384321
ID000FDL8Z5,0.259466
ID000CQPKC3,0.283695
ID000DMZS88,0.177626
ID000F1SW54,0.230204
ID000BWV7L3,0.43729700000000005
ID000PM8N95,0.214707
ID000PK2ZM3,0.192294
ID000BMCVS6,0.344796
ID000D8S211,0.356982
ID000BM35T2,0.34558099999999997
ID000F4LHP6,0.23185300000000003
ID000C9PMR1,0.30901999999999996
ID000R51D35,0.291505
ID000KXS3S7,0.15997
ID000Q71V78,0.49162799999999995
ID000QRSLT3,0.369725
ID000BJ7WR8,0.6367520000000001
ID000J82Q56,0.23151599999999997
ID000RJ1B93,0.36411
ID000QXW3S6,0.349775
ID000C638W6,0.257825
ID000D76RK1,0.5281680000000001
ID000LZ2NG8,0.23563499999999998
ID000BTFR70,0.435166
ID000BNWF16,0.315017
ID000BD7CY7,0.20705900000000002
ID000Q908X7,0.206723
ID000BFX7V7,0.217554
ID000Q9ZVY7,0.501851
ID000PXTNF1,0.48406800000000005
ID000HNMJM0,0.302666
ID001LZ3YM4,0.42319799999999996
ID000G9S788,0.2417
ID000BYWYY5,0.413192
ID000BN07L7,0.444288
ID000Q29Z27,0.500448
ID0027Y8J58,0.19958900000000002
ID003DCN346,0.599974
ID0043QHMS3,0.45988
ID002YVMSH5,0.661567
ID004PFNBK8,0.373281
ID000BXPWF0,0.179256
ID000PN3WP0,0.34028800000000003
ID004MDV3Z9,0.399229
ID000BPXH52,0.15750799999999998
ID000BN6DP4,0.149821
ID000BRW4V9,0.160457
ID000BD8DV7,0.192645
ID000BLBQW5,0.187364
IDZQ000CH56,0.265752
ID000BQ49H7,0.167347
ID000BSDBR7,0.09513510000000001
ID000BQ4CR9,0.163467
ID000BQCV89,0.256641
ID000BPX479,0.171521
ID000BMVWD9,0.15823900000000002
ID000BS0RG8,0.10398699999999998
ID000BQ5YC6,0.147644
ID000BPYXW6,0.22780100000000003
ID000BD8BK3,0.180395
ID000BRV6T8,0.414746
ID000BPX7Y2,0.31549499999999997
ID000BQR198,0.190353
ID000BS0SP6,0.153381
ID000BRV5T0,0.261414
ID000BPWG46,0.11779300000000001
ID000BLSXQ9,0.192679
ID000BPWV70,0.213363
ID000BLT3C9,0.339441
ID000BPWR97,0.140968
ID000BPX2K8,0.183443
ID000BVDBF3,0.17749600000000001
ID000BRV8L2,0.223194
ID000BLQR75,0.39173600000000003
ID000BRXYH8,0.217825
ID000BPXFV7,0.352792
ID000BRW804,0.149445
ID000BRPP68,0.15255
ID000BPYTH2,0.449941
ID000BPYW94,0.174254
ID000BPXBH2,0.205156
ID000LGGPW2,0.313251
ID000C2M2P5,0.50972
ID000LFQG62,0.197268
ID000BNQJK4,0.168351
ID000BRPN09,0.380967
ID000BPWRY9,0.310075
ID000BRW733,0.278852
ID000HTDW48,0.178379
ID000C55X79,0.130645
ID000C58YM7,0.364189
ID000BPXD42,0.34471999999999997
ID000C55W71,0.20859299999999997
ID000C52T62,0.28116599999999997
ID000BRT1B1,0.179325
ID000LFQCN2,0.21270100000000003
ID000BPXT92,0.347081
ID000LFK134,0.450104
ID000C590L1,0.506994
ID000CQ77H7,0.23495100000000002
ID000C23K94,0.19786900000000002
ID000BPXYN5,0.394986
ID000BRT3W4,0.322718
ID000BNPK40,0.28749600000000003
ID000N61YP7,0.179122
ID000GW36J4,0.234423
ID000BV33C5,0.205948
ID000NBW9M0,0.322139
ID000BPZ208,0.288202
ID000BS8T67,0.40062800000000004
ID000BPYCJ7,0.342408
ID000C4ZS16,0.284112
ID000BPY977,0.262775
ID000BZNRC1,0.151365
ID000BL2JL3,0.202218
ID000CTKSS8,0.365792
ID000BRZ0W3,0.20111099999999998
ID000BRZ213,0.187887
ID000DLQDF5,0.324158
ID000DLTBM8,0.20563499999999998
ID000DLVF73,0.255875
ID000BD4LB5,0.371822
ID000CJKK43,0.22330300000000003
ID000C5KBR8,0.356033
ID000BV9320,0.615405
