Date,Time,Id,ResidualNoWinsorCumReturn,RawNoWinsorCumReturn
20160404,10:00:00.000,IDZQ0003GF7,0.0021283135,0.0021548106
20160404,10:00:00.000,IDZQ00047M8,-0.0008358032,0.00091531826
20160404,10:00:00.000,IDZQ00048R1,-0.0003609635,0.001972341
20160404,10:00:00.000,IDZQ0005R34,0.060786825,0.06291424
20160404,10:00:00.000,IDZQ0005SC2,0.004769699,0.0035006616
20160404,10:00:00.000,IDZQ0007ZC4,-0.0076862457,-0.014284723
20160404,10:00:00.000,IDZQ0008WW8,0.0046781627,0.0029655884
20160404,10:00:00.000,IDZQ0009HH7,0.0025670817,0.012566567
20160404,10:00:00.000,IDZQ0009P98,0.003803936,0.0007292903
20160404,10:00:00.000,IDZQ000BBR6,0.0017713285,0.010245113
20160404,10:00:00.000,IDZQ000BLR4,-0.005151075,0.0073479777
20160404,10:00:00.000,IDZQ000DWM3,0.010380399,0.0019266648
20160404,10:00:00.000,IDZQ000F3R0,-0.0021979637,-0.0002045318
20160404,10:00:00.000,IDZQ000F8T7,-0.00044468412,0.0016056378
20160404,10:00:00.000,IDZQ000FLJ9,0.0020259477,0.010485669
20160404,10:00:00.000,IDZQ000KL21,0.001729346,0.007271932
20160404,10:00:00.000,IDZQ000M533,0.0045987307,0.0037450702
20160404,10:00:00.000,IDZQ000MKV9,0.013700422,0.011442838
20160404,10:00:00.000,IDZQ000MVL6,0.0025664652,-0.002108325
20160404,10:00:00.000,IDZQ000MWP0,0.008045556,0.0073403236
20160404,10:00:00.000,IDZQ000PTP4,0.00045729402,-0.010948821
20160404,10:00:00.000,IDZQ000Q012,0.022251898,0.020101361
20160404,10:00:00.000,IDZQ000QHK4,0.005852243,-0.0014900443
20160404,10:00:00.000,IDZQ000VT77,0.0031402437,0.0005380736
20160404,10:00:00.000,IDZQ000WBV8,-0.0030464462,0.001480929
20160404,10:00:00.000,IDZQ000WDG1,-0.00027703625,0.0032077264
20160404,10:00:00.000,IDZQ000WYN7,-0.009798277,-0.012730206
20160404,10:00:00.000,IDZQ000X6D8,0.0007157056,0.0035946777
20160404,10:00:00.000,IDZQ000X8Q0,-0.009590461,-0.0105718095
20160404,10:00:00.000,IDZQ000XJ04,-0.00079424435,-0.0025643168
20160404,10:00:00.000,IDZQ000XSY7,-0.15036061,-0.15230487
20160404,10:00:00.000,IDZQ000XWR6,-0.007229884,-0.014004766
20160404,10:00:00.000,IDZQ000Y0W9,-0.0060843206,0.0036699197
20160404,10:00:00.000,IDZQ000Y7B7,-0.0025270006,0.0018811522
20160404,10:00:00.000,IDZQ000Y8Q9,0.0036275706,0.011062635
20160404,10:00:00.000,IDZQ000YB91,5.597923e-05,0.004150939
20160404,10:00:00.000,IDZQ000YDZ8,0.0102214785,0.0053998763
20160404,10:00:00.000,IDZQ000Z3V3,-0.009544232,-0.010563689
20160404,10:00:00.000,IDZQ000Z3Z9,0.011675116,0.00072400155
20160404,10:00:00.000,IDZQ000Z9D0,-0.0038743091,-0.0036028188
20160404,10:00:00.000,IDZQ000ZKM5,-0.0018153719,-0.00012246871
20160404,10:00:00.000,IDZQ000ZTH2,-0.011213233,-0.014520058
20160404,10:00:00.000,ID000BC0991,-0.008328946,0.0002963033
20160404,10:00:00.000,ID000BC0KZ7,0.0019289042,0.0067102103
20160404,10:00:00.000,ID000BC0QR3,0.004988213,0.007937902
20160404,10:00:00.000,ID000BC1099,0.0050596115,0.005034835
20160404,10:00:00.000,ID000BC12C1,0.011000146,0.009838022
20160404,10:00:00.000,ID000BC1543,0.008446307,-0.00032016824
20160404,10:00:00.000,ID000BC15X1,-0.004113526,0.0035075685
20160404,10:00:00.000,ID000BC1801,0.012353932,0.011453
20160404,10:00:00.000,ID000BC1FY8,-0.0032818823,0.0018507162
20160404,10:00:00.000,ID000BC1HT0,-0.0025342556,-0.0026748814
20160404,10:00:00.000,ID000BC1RY2,-0.0026866272,-0.004254307
20160404,10:00:00.000,ID000BC2356,-0.0016790193,0.0022451396
20160404,10:00:00.000,ID000BC3676,0.0048807478,0.010061125
20160404,10:00:00.000,ID000BC3SD1,-0.0015251297,-0.004062044
20160404,10:00:00.000,ID000BC3V44,0.0029843333,0.0032450487
20160404,10:00:00.000,ID000BC49N1,0.0003939255,0.009588818
20160404,10:00:00.000,ID000BC4N05,-0.0007689828,-0.021714956
20160404,10:00:00.000,ID000BC4VC4,-0.0017460629,0.00073774875
20160404,10:00:00.000,ID000BC4WR6,0.004056359,-0.0023555846
20160404,10:00:00.000,ID000BC6K90,-0.012559062,0.0023117005
20160404,10:00:00.000,ID000BC6TT9,-0.003462334,-0.0035800003
20160404,10:00:00.000,ID000BC75Z3,0.0015379641,-0.0012925734
20160404,10:00:00.000,ID000BC7PK5,0.01239059,0.015992109
20160404,10:00:00.000,ID000BC7QR6,1.0346804e-05,0.0037732394
20160404,10:00:00.000,ID000BC7RM9,-0.0025217987,0.00036975666
20160404,10:00:00.000,ID000BC7ZT4,-0.0027025267,0.0012317318
20160404,10:00:00.000,ID000BC80Q3,0.0031771788,0.008991127
20160404,10:00:00.000,ID000BC8494,-0.0030828735,0.0016963638
20160404,10:00:00.000,ID000BC8564,0.0024039627,0.00035328674
20160404,10:00:00.000,ID000BC85Z2,-4.89848e-06,0.0029067874
20160404,10:00:00.000,ID000BC8699,0.0036042456,0.007225727
20160404,10:00:00.000,ID000BC8CB3,0.007177608,0.0082154805
20160404,10:00:00.000,ID000BC8GG9,0.009644337,0.0052582207
20160404,10:00:00.000,ID000BC8JQ2,0.0052410327,0.002504524
20160404,10:00:00.000,ID000BC8MY6,-0.0042755855,-0.004697122
20160404,10:00:00.000,ID000BC9821,-0.0029043215,0.0032248623
20160404,10:00:00.000,ID000BC9LX8,0.0067747417,0.015720364
20160404,10:00:00.000,ID000BC9P50,0.007213573,0.006335969
20160404,10:00:00.000,ID000BC9YD2,0.0071410327,0.011029763
20160404,10:00:00.000,ID000BC9Z85,-0.0011909914,-0.0025424568
20160404,10:00:00.000,ID000BC9ZX7,0.00031681568,0.0055188006
20160404,10:00:00.000,ID000BCB2K1,0.01927246,0.018937763
20160404,10:00:00.000,ID000BCBT22,0.0073234,0.0133755375
20160404,10:00:00.000,ID000BCCFR4,0.00040080672,0.007531408
20160404,10:00:00.000,ID000BCCK93,-0.0002516577,-0.0011718391
20160404,10:00:00.000,ID000BCCNC3,-0.004666524,-0.00045631453
20160404,10:00:00.000,ID000BCCRV3,-0.0022870868,0.002310362
20160404,10:00:00.000,ID000BCD7C7,0.0005155221,0.0004829583
20160404,10:00:00.000,ID000BCD988,-0.0036576446,-0.0020218147
20160404,10:00:00.000,ID000BCDPP3,-0.006734746,-0.007597067
20160404,10:00:00.000,ID000BCDYD7,0.0026255834,0.0010009692
20160404,10:00:00.000,ID000BCFRC1,0.004631057,0.0071527543
20160404,10:00:00.000,ID000BCFVJ5,0.0028605708,-0.0013425706
20160404,10:00:00.000,ID000BCFY18,-0.008731659,-0.010603912
20160404,10:00:00.000,ID000BCGSR2,0.021135304,0.010030019
20160404,10:00:00.000,ID000BCGVJ4,0.009960872,-0.010354292
20160404,10:00:00.000,ID000BCGWQ4,0.010245846,-0.013655207
20160404,10:00:00.000,ID000BCGY80,-0.0038260305,-0.0013115085
20160404,10:00:00.000,ID000BCH216,-0.003632334,-0.0061018197
20160404,10:00:00.000,ID000BCH458,0.0057853903,-4.3150794e-07
20160404,10:00:00.000,ID000BCHRB0,0.004382419,0.004952235
20160404,10:00:00.000,ID000BCHVK1,0.006720745,0.0040357453
20160404,10:00:00.000,ID000BCL3M6,-0.010093031,-0.02088451
20160404,10:00:00.000,ID000BCLVP1,-0.00504753,-0.0056346813
20160404,10:00:00.000,ID000BCN0T3,-0.0038653004,-0.0052557415
20160404,10:00:00.000,ID000BCNNX8,0.00090780196,0.0007339197
20160404,10:00:00.000,ID000BCQ2W2,-0.0025157554,-0.0016061964
20160404,10:00:00.000,ID000BCQ3H7,-0.0061898725,-0.0034609898
20160404,10:00:00.000,ID000BCRPL2,-0.0019339018,-0.017648105
20160404,10:00:00.000,ID000BCS4S1,-0.006179551,0.0045639127
20160404,10:00:00.000,ID000BCXH60,-0.010219514,-0.008583761
20160404,10:00:00.000,ID000BCYWV8,-0.0043722857,-0.008783652
20160404,10:00:00.000,ID000BCZ2C4,-0.014037216,-0.008486991
20160404,10:00:00.000,ID000BD0F95,-0.0067326245,-0.0083509395
20160404,10:00:00.000,ID000BD0QS0,-0.00036787012,0.004818447
20160404,10:00:00.000,ID000BD3RV1,0.004533989,0.01116639
20160404,10:00:00.000,ID000BD41Z3,-0.0009497657,-0.0020452791
20160404,10:00:00.000,ID000BD4L52,-0.0054697343,-0.029114159
20160404,10:00:00.000,ID000BD4S48,-0.01805451,-0.022543233
20160404,10:00:00.000,ID000BD53L3,0.014608084,-0.005182769
20160404,10:00:00.000,ID000BD5B99,0.0053555025,0.0029583862
20160404,10:00:00.000,ID000BD5HP8,0.007219763,0.009180451
20160404,10:00:00.000,ID000BD5T18,-0.0008969712,0.003987879
20160404,10:00:00.000,ID000BD5V13,-0.007846907,-0.00012121623
20160404,10:00:00.000,ID000BD61J9,-0.0014066757,0.004268855
20160404,10:00:00.000,ID000BD6CZ7,0.0009971856,0.0030941283
20160404,10:00:00.000,ID000BD6ZN9,-0.0045434115,-0.0017220775
20160404,10:00:00.000,ID000BD78R4,-0.0011418026,0.00059241074
20160404,10:00:00.000,ID000BD7BN1,-0.00497564,-0.007473339
