Date,Time,Id,ResidualNoWinsorCumReturn,RawNoWinsorCumReturn
20171215,10:00:00.000,IDZQ0003GF7,-0.0027761038,-0.004182582
20171215,10:00:00.000,IDZQ00047M8,-2.2889848e-05,-0.0048021534
20171215,10:00:00.000,IDZQ00048R1,-0.0056148297,-0.0059137177
20171215,10:00:00.000,IDZQ0005SC2,0.0032434342,-0.00021983072
20171215,10:00:00.000,IDZQ0007ZC4,-0.0040602256,-0.0047678654
20171215,10:00:00.000,IDZQ0009HH7,-0.003204527,-0.009937647
20171215,10:00:00.000,IDZQ0009P98,0.0018891067,-0.003838649
20171215,10:00:00.000,IDZQ000BBR6,-0.0034697347,-0.0056843655
20171215,10:00:00.000,IDZQ000BLR4,0.010555003,0.009324349
20171215,10:00:00.000,IDZQ000DWM3,0.0015343515,0.0029222001
20171215,10:00:00.000,IDZQ000F3R0,0.01021201,0.0038578361
20171215,10:00:00.000,IDZQ000F8T7,1.3416994e-05,-0.0029426469
20171215,10:00:00.000,IDZQ000FLJ9,4.551193e-05,0.008695661
20171215,10:00:00.000,IDZQ000KL21,-0.0016452346,-0.00392085
20171215,10:00:00.000,IDZQ000M533,0.005122832,0.0020318876
20171215,10:00:00.000,IDZQ000MKV9,-0.0029863385,-0.0071526514
20171215,10:00:00.000,IDZQ000MVL6,-0.0012724448,-0.0061497567
20171215,10:00:00.000,IDZQ000MWP0,0.0044641,-0.000447555
20171215,10:00:00.000,IDZQ000PTP4,-0.0024174352,-0.0031635596
20171215,10:00:00.000,IDZQ000Q012,0.0037095735,0.011912836
20171215,10:00:00.000,IDZQ000QHK4,0.006283249,0.0035952576
20171215,10:00:00.000,IDZQ000VT77,-0.005808588,-0.005817702
20171215,10:00:00.000,IDZQ000WBV8,0.00040263523,-0.0026190209
20171215,10:00:00.000,IDZQ000WDG1,0.00644572,-8.3076884e-08
20171215,10:00:00.000,IDZQ000WYN7,0.00043944016,-0.0032717173
20171215,10:00:00.000,IDZQ000X6D8,0.005549106,-0.004842174
20171215,10:00:00.000,IDZQ000X8Q0,3.0182068e-06,-0.005057674
20171215,10:00:00.000,IDZQ000XJ04,-0.0021983837,-0.007167189
20171215,10:00:00.000,IDZQ000XSY7,0.002867789,-0.0007955816
20171215,10:00:00.000,IDZQ000Y0W9,0.0009422219,-0.0019796442
20171215,10:00:00.000,IDZQ000Y7B7,-0.0037636387,-0.010321688
20171215,10:00:00.000,IDZQ000Y8Q9,-0.00692915,-0.010312076
20171215,10:00:00.000,IDZQ000YB91,0.0018035811,-0.0007688918
20171215,10:00:00.000,IDZQ000YDZ8,0.0014962959,-0.004361707
20171215,10:00:00.000,IDZQ000Z3V3,-0.0063649835,-0.009439816
20171215,10:00:00.000,IDZQ000Z9D0,-0.0005543529,-0.00886388
20171215,10:00:00.000,IDZQ000ZKM5,-0.0018479513,-0.0038851893
20171215,10:00:00.000,IDZQ000ZTH2,-0.0032286178,-0.007944976
20171215,10:00:00.000,ID000BC0KZ7,-0.0011255181,-0.0032334165
20171215,10:00:00.000,ID000BC0QR3,0.0008761328,-0.0029082575
20171215,10:00:00.000,ID000BC1099,-0.001862403,-0.0045805885
20171215,10:00:00.000,ID000BC12C1,0.008519759,0.00023184698
20171215,10:00:00.000,ID000BC1543,-0.0011643013,-0.002729038
20171215,10:00:00.000,ID000BC15X1,0.00081304857,-0.00622794
