Date,Id,SharesOutstanding
20161011,ID00007JMS4,50.0
20161011,ID0000DNN04,50.0
20161011,ID0000DP217,50.0
20161011,ID0000DQVM9,50.0
20161011,ID0000DT838,50.0
20161011,ID0000DTTJ5,50.0
20161011,ID0000DWTV7,50.0
20161011,ID0000F22K6,50.0
20161011,ID0000F72N8,50.0
20161011,ID0000F72P6,50.0
20161011,ID0000F72Q5,50.0
20161011,ID0000FGM81,50.0
20161011,ID0000FLJP3,50.0
20161011,ID0000FR2H3,50.0
20161011,ID0000FTLF1,50.0
20161011,ID000B9WTK6,1.848
20161011,ID000B9ZG12,337.535
20161011,IDZQ0000RP5,492.173
20161011,IDZQ00028F6,113.694
20161011,IDZQ0003GF7,110.58
20161011,IDZQ0003JW2,711.235
20161011,IDZQ00041J5,52.061
20161011,IDZQ00047M8,462.649
20161011,IDZQ00048R1,284.71
20161011,IDZQ0005505,219.713
20161011,IDZQ0005R34,573.633
20161011,IDZQ0005SC2,839.394
20161011,IDZQ0006KZ3,12.611
20161011,IDZQ00072J0,20.031
20161011,IDZQ00074Z8,211.413
20161011,IDZQ00078M3,16.86
20161011,IDZQ0007ZC4,276.068
20161011,IDZQ00083Q9,7.111
20161011,IDZQ0008744,0.07
20161011,IDZQ0008WW8,1317.914
20161011,IDZQ0008Z60,471.114
20161011,IDZQ00095S1,2.759
20161011,IDZQ0009HH7,49.692
20161011,IDZQ0009P98,130.077
20161011,IDZQ000BBR6,1281.293
20161011,IDZQ000BLR4,330.083
20161011,IDZQ000BQ48,0.717
20161011,IDZQ000BRG3,0.984
20161011,IDZQ000C552,9.756
20161011,IDZQ000C6F9,251.596
20161011,IDZQ000CLN7,3.0
20161011,IDZQ000DLD7,0.225
20161011,IDZQ000DWM3,4270.255
20161011,IDZQ000F3R0,175.8
20161011,IDZQ000F6Q4,71.0
20161011,IDZQ000F8T7,457.0
20161011,IDZQ000FLJ9,681.888
20161011,IDZQ000FPC7,719.089
20161011,ID000ID228,4.2
20161011,ID000ID3Z0,14.0
20161011,IDZQ000J314,2852.214
20161011,IDZQ000JHG7,118.823
20161011,IDZQ000JZ04,380.921
20161011,IDZQ000KL21,252.0
20161011,IDZQ000KVM7,24.176
20161011,IDZQ000KY05,871.02
20161011,IDZQ000LDF4,1289.939
20161011,IDZQ000LP58,57.871
20161011,IDZQ000LT87,0.005
20161011,IDZQ000LYN9,193.482
20161011,IDZQ000M1Y8,73.26
20161011,IDZQ000M374,2009.992
20161011,IDZQ000M533,390.219
20161011,IDZQ000M677,259.796
20161011,IDZQ000M8V6,1.4
20161011,IDZQ000MKV9,271.815
20161011,IDZQ000MQB8,4.381
20161011,IDZQ000MQK8,36.0
20161011,IDZQ000MVL6,108.004
20161011,IDZQ000MWP0,164.156
20161011,IDZQ000N7T0,3.899
20161011,IDZQ000NCQ2,64.715
20161011,IDZQ000NGP4,1.243
20161011,IDZQ000NJJ5,0.685
20161011,IDZQ000NJR6,227.561
20161011,IDZQ000P451,7.55
20161011,IDZQ000P5H5,7.182
20161011,IDZQ000P852,1060.803
20161011,IDZQ000P996,15859.58
20161011,IDZQ000PDN1,9.972
20161011,IDZQ000PTP4,1501.458
20161011,IDZQ000Q012,575.745
20161011,IDZQ000Q8V2,127.805
20161011,IDZQ000QFQ2,11.199
20161011,IDZQ000QHK4,2112.072
20161011,IDZQ000QXG4,3.0
20161011,IDZQ000R4K2,9.123
20161011,IDZQ000RJ38,44.913
20161011,IDZQ000RTM5,0.75
20161011,IDZQ000S1F3,30.531
20161011,IDZQ000S2R8,41.518
20161011,IDZQ000SB34,11.014
20161011,IDZQ000SDR4,331.955
20161011,IDZQ000SHJ4,96.277
20161011,IDZQ000SJC7,1.518
20161011,IDZQ000SV67,14.608
20161011,IDZQ000SWK9,2.541
20161011,IDZQ000T938,29.237
20161011,IDZQ000TL40,88.0
20161011,IDZQ000TWT9,16.506
20161011,IDZQ000VF40,3.0
20161011,IDZQ000VT77,918.479
20161011,IDZQ000W4C5,918.479
20161011,IDZQ000W587,6.65
20161011,IDZQ000W783,59.531
20161011,IDZQ000WBV8,591.846
20161011,IDZQ000WDG1,826.948
20161011,IDZQ000WHZ1,0.94
20161011,IDZQ000WLT9,33.021
20161011,IDZQ000WNJ6,7.7
20161011,IDZQ000WS96,826.948
20161011,IDZQ000WT94,29.913
20161011,IDZQ000WXZ6,159.12
20161011,IDZQ000WYN7,5835.687
20161011,IDZQ000X0H7,1.59
20161011,IDZQ000X336,17.058
20161011,IDZQ000X6D8,47.972
20161011,IDZQ000X8Q0,601.995
20161011,IDZQ000XHG1,601.995
20161011,IDZQ000XJ04,1246.465
20161011,IDZQ000XKM7,3.619
20161011,IDZQ000XP46,14.033
20161011,IDZQ000XPH2,5.889
20161011,IDZQ000XSY7,347.101
20161011,IDZQ000XTF6,719.21
20161011,IDZQ000XWR6,4196.858
20161011,IDZQ000Y040,18.325
20161011,IDZQ000Y0W9,655.892
20161011,IDZQ000Y264,2.408
20161011,IDZQ000Y3P1,12.6
20161011,IDZQ000Y7B7,172.182
20161011,IDZQ000Y8Q9,756.235
20161011,IDZQ000YB91,111.973
20161011,IDZQ000YDZ8,1252.358
20161011,IDZQ000YG45,40.88
20161011,IDZQ000YN13,1252.358
20161011,IDZQ000YR69,20.637
20161011,IDZQ000YV51,4.2
20161011,IDZQ000YW68,22.133
20161011,IDZQ000YX11,0.355
20161011,IDZQ000Z3V3,3137.075
20161011,IDZQ000Z3Z9,378.825
20161011,IDZQ000Z4G8,5.736
20161011,IDZQ000Z9D0,200.006
20161011,IDZQ000ZKM5,59.904
20161011,IDZQ000ZTH2,1379.273
20161011,IDZQ000ZW85,46.636
20161011,IDZQ000ZXW6,1.8
20161011,IDZQ000ZZS6,69.5
20161011,ID000BC0919,120.745
20161011,ID000BC0991,203.221
20161011,ID000BC0HC9,2.903
20161011,ID000BC0KZ7,181.425
20161011,ID000BC0Q57,29.896
20161011,ID000BC0QR3,1286.616
20161011,ID000BC0VQ3,0.42
20161011,ID000BC0VR2,4.5
20161011,ID000BC0YG8,8.193
20161011,ID000BC1099,300.728
20161011,ID000BC10X2,0.391
20161011,ID000BC12C1,138.036
20161011,ID000BC14R1,12.855
20161011,ID000BC1543,5566.262
20161011,ID000BC15X1,218.138
20161011,ID000BC1801,71.909
20161011,ID000BC19P2,7.693
20161011,ID000BC1FY8,153.741
20161011,ID000BC1HT0,198.417
20161011,ID000BC1M46,4.101
20161011,ID000BC1RY2,98.082
20161011,ID000BC1TX9,1559.884
20161011,ID000BC1X79,565.938
20161011,ID000BC20D3,20.397
20161011,ID000BC22D9,4.276
20161011,ID000BC2356,46.024
20161011,ID000BC26Y7,328.288
20161011,ID000BC2NM3,12.483
20161011,ID000BC2NN2,0.28
20161011,ID000BC2QZ2,133.436
20161011,ID000BC2RH0,0.24
20161011,ID000BC2VQ1,0.444
20161011,ID000BC3676,288.03
20161011,ID000BC3GG4,2.0
20161011,ID000BC3KQ4,349.271
20161011,ID000BC3NQ8,23.817
20161011,ID000BC3R89,24.028
20161011,ID000BC3SD1,7.542
20161011,ID000BC3V44,64.3
20161011,ID000BC3WW1,55.34
20161011,ID000BC43V5,7.73
20161011,ID000BC49N1,6362.079
20161011,ID000BC4N05,213.471
20161011,ID000BC4PR1,0.887
20161011,ID000BC4R79,121.356
20161011,ID000BC4T84,8.672
20161011,ID000BC4VC4,79.716
20161011,ID000BC4WR6,61.493
20161011,ID000BC4WY8,5.9
20161011,ID000BC5157,33.138
20161011,ID000BC5503,5.0
20161011,ID000BC5BS0,253.226
20161011,ID000BC5J58,0.136
20161011,ID000BC5L53,1.01
20161011,ID000BC5N04,8201.755
20161011,ID000BC5SG6,39.552
20161011,ID000BC64K3,27.875
20161011,ID000BC6B81,261.458
20161011,ID000BC6CZ9,1.173
20161011,ID000BC6FG3,31.171
20161011,ID000BC6J11,26.55
20161011,ID000BC6K90,466.148
20161011,ID000BC6M32,0.727
20161011,ID000BC6MK3,0.255
20161011,ID000BC6RR5,1.96
20161011,ID000BC6TT9,185.733
