Date,Id,SharesOutstanding
20141224,ID000B9WTK6,1.848
20141224,ID000B9ZG12,337.535
20141224,IDZQ0000RP5,492.173
20141224,IDZQ00028F6,122.426
20141224,IDZQ0003GF7,110.58
20141224,IDZQ0003JW2,690.769
20141224,IDZQ00041J5,51.453
20141224,IDZQ00047M8,453.918
20141224,IDZQ00048R1,231.5
20141224,IDZQ0005505,218.863
20141224,IDZQ0005R34,574.728
20141224,IDZQ0005SC2,839.394
20141224,IDZQ0006KZ3,12.611
20141224,IDZQ00072J0,19.853
20141224,IDZQ00074Z8,211.413
20141224,IDZQ00078M3,15.328
20141224,IDZQ0007ZC4,261.702
20141224,IDZQ00083Q9,7.111
20141224,IDZQ0008744,0.07
20141224,IDZQ0008WW8,1331.615
20141224,IDZQ0008Z60,264.148
20141224,IDZQ00095S1,1.474
20141224,IDZQ0009HH7,48.71
20141224,IDZQ0009LP9,10.937
20141224,IDZQ0009P98,122.938
20141224,IDZQ000BBR6,894.373
20141224,IDZQ000BLR4,329.0
20141224,IDZQ000BQ48,1.577
20141224,IDZQ000BRG3,2.235
20141224,IDZQ000C552,9.756
20141224,IDZQ000C6F9,245.437
20141224,IDZQ000CH56,35.0
20141224,IDZQ000CLN7,3.0
20141224,IDZQ000DLD7,0.175
20141224,IDZQ000DWM3,4270.255
20141224,IDZQ000F3R0,175.016
20141224,IDZQ000F6Q4,71.0
20141224,IDZQ000F8T7,457.0
20141224,IDZQ000FD25,76.749
20141224,IDZQ000FLJ9,681.888
20141224,IDZQ000FPC7,44.135
20141224,ID000ID228,4.2
20141224,ID000ID3Z0,10.0
20141224,IDZQ000J2Z9,60.58
20141224,IDZQ000J314,2074.394
20141224,IDZQ000JBM3,36.408
20141224,IDZQ000JHG7,116.059
20141224,IDZQ000JZ04,380.914
20141224,IDZQ000KL21,252.0
20141224,IDZQ000KVM7,23.767
20141224,IDZQ000KY05,863.688
20141224,IDZQ000LCT1,2.936
20141224,IDZQ000LDF4,1396.667
20141224,IDZQ000LP58,43.691
20141224,IDZQ000LT87,0.018
20141224,IDZQ000LYN9,166.846
20141224,IDZQ000M1Y8,61.797
20141224,IDZQ000M374,2009.992
20141224,IDZQ000M533,390.219
20141224,IDZQ000M677,259.796
20141224,IDZQ000M8V6,1.4
20141224,IDZQ000MKV9,270.999
20141224,IDZQ000MQB8,4.381
20141224,IDZQ000MQK8,36.0
20141224,IDZQ000MVL6,108.004
20141224,IDZQ000MWP0,164.155
20141224,IDZQ000N7T0,3.899
20141224,IDZQ000NCQ2,67.479
20141224,IDZQ000NGP4,1.243
20141224,IDZQ000NJJ5,0.566
20141224,IDZQ000NJR6,189.526
20141224,IDZQ000P451,7.584
20141224,IDZQ000P5H5,5.293
20141224,IDZQ000P852,777.247
20141224,IDZQ000PDN1,9.972
20141224,IDZQ000PTP4,1501.458
20141224,IDZQ000Q012,575.745
20141224,IDZQ000Q8V2,83.769
20141224,IDZQ000QFQ2,7.24
20141224,IDZQ000QHK4,2111.078
20141224,IDZQ000QX92,27.101
20141224,IDZQ000QXG4,3.0
20141224,IDZQ000R4K2,10.126
20141224,IDZQ000RJ38,44.913
20141224,IDZQ000RTM5,0.75
20141224,IDZQ000S1F3,30.596
20141224,IDZQ000S2R8,41.453
20141224,IDZQ000SB34,437.321
20141224,IDZQ000SDR4,331.955
20141224,IDZQ000SHJ4,96.277
20141224,IDZQ000SJC7,1.518
20141224,IDZQ000SV67,14.233
20141224,IDZQ000SWK9,0.414
20141224,IDZQ000T3P7,13.5
20141224,IDZQ000T938,25.783
20141224,IDZQ000TL40,88.0
20141224,IDZQ000TWT9,16.506
20141224,IDZQ000VF40,3.0
20141224,IDZQ000VMT8,3.665
20141224,IDZQ000VST5,0.022
20141224,IDZQ000VT77,918.479
20141224,IDZQ000W4C5,918.479
20141224,IDZQ000W587,6.65
20141224,IDZQ000W783,43.519
20141224,IDZQ000WBV8,584.528
20141224,IDZQ000WDG1,826.948
20141224,IDZQ000WHZ1,0.94
20141224,IDZQ000WLT9,33.021
20141224,IDZQ000WNJ6,7.7
20141224,IDZQ000WS96,826.948
20141224,IDZQ000WT94,28.597
20141224,IDZQ000WXZ6,159.12
20141224,IDZQ000WYN7,3745.033
20141224,IDZQ000X0H7,1.496
20141224,IDZQ000X336,17.058
20141224,IDZQ000X6D8,47.6
20141224,IDZQ000X8Q0,601.995
20141224,IDZQ000XHG1,601.995
20141224,IDZQ000XJ04,1245.817
20141224,IDZQ000XKM7,3.29
20141224,IDZQ000XN05,5.94
20141224,IDZQ000XP46,14.033
20141224,IDZQ000XPH2,58.891
20141224,IDZQ000XQG1,0.776
20141224,IDZQ000XSY7,335.903
20141224,IDZQ000XTF6,719.21
20141224,IDZQ000XWR6,2100.769
20141224,IDZQ000Y040,12.706
20141224,IDZQ000Y0W9,643.792
20141224,IDZQ000Y264,2.408
20141224,IDZQ000Y291,0.005
20141224,IDZQ000Y3P1,12.6
20141224,IDZQ000Y4D2,0.03
20141224,IDZQ000Y7B7,163.593
20141224,IDZQ000Y8Q9,734.914
20141224,IDZQ000YB91,113.106
20141224,IDZQ000YDZ8,1138.507
20141224,IDZQ000YG45,40.88
20141224,IDZQ000YN13,1138.507
20141224,IDZQ000YR69,20.616
20141224,IDZQ000YV51,4.2
20141224,IDZQ000YW68,177.065
20141224,IDZQ000YX11,1.058
20141224,IDZQ000Z290,35.906
20141224,IDZQ000Z3V3,3116.508
20141224,IDZQ000Z3Z9,260.572
20141224,IDZQ000Z4G8,1.01
20141224,IDZQ000Z637,126.691
20141224,IDZQ000Z9D0,200.006
20141224,IDZQ000ZKM5,62.042
20141224,IDZQ000ZTH2,1379.273
20141224,IDZQ000ZW85,46.636
20141224,IDZQ000ZXW6,2.15
20141224,IDZQ000ZZS6,69.5
20141224,ID000BC0919,3.367
20141224,ID000BC0991,203.221
20141224,ID000BC0HC9,2.903
20141224,ID000BC0KZ7,181.425
20141224,ID000BC0Q57,29.896
20141224,ID000BC0QR3,1348.521
20141224,ID000BC0VQ3,0.42
20141224,ID000BC0VR2,4.5
20141224,ID000BC0YG8,8.193
20141224,ID000BC1099,300.728
20141224,ID000BC10X2,0.391
20141224,ID000BC12C1,123.925
20141224,ID000BC14R1,12.855
20141224,ID000BC1543,4024.461
20141224,ID000BC15X1,215.097
20141224,ID000BC1801,69.159
20141224,ID000BC19P2,7.693
20141224,ID000BC1DL7,1.296
20141224,ID000BC1FY8,157.132
20141224,ID000BC1HT0,187.917
20141224,ID000BC1M46,4.101
20141224,ID000BC1RY2,92.271
20141224,ID000BC1TX9,1556.873
20141224,ID000BC1X79,565.938
20141224,ID000BC20D3,20.397
20141224,ID000BC22D9,4.273
20141224,ID000BC2356,46.024
20141224,ID000BC26Y7,298.52
20141224,ID000BC2NM3,12.2
20141224,ID000BC2NN2,0.28
20141224,ID000BC2QZ2,133.436
20141224,ID000BC2RH0,0.24
20141224,ID000BC2SQ8,70.0
20141224,ID000BC2VQ1,0.444
20141224,ID000BC3676,288.03
20141224,ID000BC3GG4,2.0
20141224,ID000BC3KQ4,349.271
20141224,ID000BC3NQ8,22.183
20141224,ID000BC3R89,24.028
20141224,ID000BC3SD1,35.708
20141224,ID000BC3V44,69.309
