Date,Id,SharesOutstanding
20160217,ID00007JMS4,50.0
20160217,ID0000DNN04,50.0
20160217,ID0000DP217,50.0
20160217,ID0000DQVM9,50.0
20160217,ID0000DT838,50.0
20160217,ID0000DTTJ5,50.0
20160217,ID0000DWTV7,50.0
20160217,ID0000F22K6,50.0
20160217,ID0000F72N8,50.0
20160217,ID0000F72P6,50.0
20160217,ID0000F72Q5,50.0
20160217,ID0000FGM81,50.0
20160217,ID0000FLJP3,50.0
20160217,ID0000FR2H3,50.0
20160217,ID0000FTLF1,50.0
20160217,ID000B9WTK6,1.848
20160217,ID000B9ZG12,337.535
20160217,IDZQ0000RP5,492.173
20160217,IDZQ00028F6,113.695
20160217,IDZQ0003GF7,110.58
20160217,IDZQ0003JW2,702.371
20160217,IDZQ00041J5,51.598
20160217,IDZQ00047M8,462.649
20160217,IDZQ00048R1,235.361
20160217,IDZQ0005505,219.713
20160217,IDZQ0005R34,574.214
20160217,IDZQ0005SC2,839.394
20160217,IDZQ0006KZ3,12.611
20160217,IDZQ00072J0,19.942
20160217,IDZQ00074Z8,211.413
20160217,IDZQ00078M3,15.328
20160217,IDZQ0007ZC4,266.707
20160217,IDZQ00083Q9,7.111
20160217,IDZQ0008744,0.07
20160217,IDZQ0008WW8,1317.914
20160217,IDZQ0008Z60,468.304
20160217,IDZQ00095S1,2.634
20160217,IDZQ0009HH7,48.735
20160217,IDZQ0009P98,125.627
20160217,IDZQ000BBR6,834.373
20160217,IDZQ000BLR4,330.083
20160217,IDZQ000BQ48,0.756
20160217,IDZQ000BRG3,3.228
20160217,IDZQ000C552,9.756
20160217,IDZQ000C6F9,248.976
20160217,IDZQ000CLN7,3.0
20160217,IDZQ000DLD7,0.25
20160217,IDZQ000DWM3,4270.255
20160217,IDZQ000F3R0,175.8
20160217,IDZQ000F6Q4,71.0
20160217,IDZQ000F8T7,457.0
20160217,IDZQ000FLJ9,681.888
20160217,IDZQ000FPC7,590.6
20160217,ID000ID228,4.2
20160217,ID000ID3Z0,10.0
20160217,IDZQ000J2Z9,60.58
20160217,IDZQ000J314,33611.25
20160217,IDZQ000JBM3,59.075
20160217,IDZQ000JHG7,116.722
20160217,IDZQ000JZ04,380.921
20160217,IDZQ000KL21,252.0
20160217,IDZQ000KVM7,23.991
20160217,IDZQ000KY05,871.02
20160217,IDZQ000LDF4,1289.574
20160217,IDZQ000LP58,57.871
20160217,IDZQ000LT87,0.003
20160217,IDZQ000LYN9,193.482
20160217,IDZQ000M1Y8,70.526
20160217,IDZQ000M374,2009.992
20160217,IDZQ000M533,390.219
20160217,IDZQ000M677,259.796
20160217,IDZQ000M8V6,1.4
20160217,IDZQ000MKV9,270.999
20160217,IDZQ000MQB8,4.381
20160217,IDZQ000MQK8,36.0
20160217,IDZQ000MVL6,108.004
20160217,IDZQ000MWP0,164.156
20160217,IDZQ000N7T0,3.899
20160217,IDZQ000NCQ2,67.589
20160217,IDZQ000NGP4,1.243
20160217,IDZQ000NJJ5,0.685
20160217,IDZQ000NJR6,227.561
20160217,IDZQ000P451,7.55
20160217,IDZQ000P5H5,6.614
20160217,IDZQ000P852,949.136
20160217,IDZQ000PDN1,9.972
20160217,IDZQ000PTP4,1501.458
20160217,IDZQ000Q012,575.745
20160217,IDZQ000Q8V2,91.604
20160217,IDZQ000QFQ2,11.24
20160217,IDZQ000QHK4,2110.946
20160217,IDZQ000QX92,27.383
20160217,IDZQ000QXG4,3.0
20160217,IDZQ000R4K2,9.123
20160217,IDZQ000RJ38,44.913
20160217,IDZQ000RTM5,0.75
20160217,IDZQ000S1F3,30.531
20160217,IDZQ000S2R8,41.518
20160217,IDZQ000SB34,4.373
20160217,IDZQ000SDR4,331.955
20160217,IDZQ000SHJ4,96.277
20160217,IDZQ000SJC7,1.518
20160217,IDZQ000SV67,14.608
20160217,IDZQ000SWK9,2.541
20160217,IDZQ000T3P7,13.5
20160217,IDZQ000T938,29.237
20160217,IDZQ000TL40,88.0
20160217,IDZQ000TWT9,16.506
20160217,IDZQ000VF40,3.0
20160217,IDZQ000VST5,0.022
20160217,IDZQ000VT77,918.479
20160217,IDZQ000W4C5,918.479
20160217,IDZQ000W587,6.65
20160217,IDZQ000W783,55.891
20160217,IDZQ000WBV8,588.735
20160217,IDZQ000WDG1,826.948
20160217,IDZQ000WHZ1,0.94
20160217,IDZQ000WLT9,33.021
20160217,IDZQ000WNJ6,7.7
20160217,IDZQ000WS96,826.948
20160217,IDZQ000WT94,29.913
20160217,IDZQ000WXZ6,159.12
20160217,IDZQ000WYN7,5769.444
20160217,IDZQ000X0H7,1.59
20160217,IDZQ000X336,17.058
20160217,IDZQ000X6D8,47.934
20160217,IDZQ000X8Q0,601.995
20160217,IDZQ000XHG1,601.995
20160217,IDZQ000XJ04,1246.387
20160217,IDZQ000XKM7,3.619
20160217,IDZQ000XP46,14.033
20160217,IDZQ000XPH2,58.891
20160217,IDZQ000XQG1,0.776
20160217,IDZQ000XSY7,345.152
20160217,IDZQ000XTF6,719.21
20160217,IDZQ000XWR6,2175.808
20160217,IDZQ000Y040,14.109
20160217,IDZQ000Y0W9,654.951
20160217,IDZQ000Y264,2.408
20160217,IDZQ000Y3P1,12.6
20160217,IDZQ000Y7B7,172.182
20160217,IDZQ000Y8Q9,738.471
20160217,IDZQ000YB91,113.198
20160217,IDZQ000YDZ8,1252.358
20160217,IDZQ000YG45,40.88
20160217,IDZQ000YN13,1252.358
20160217,IDZQ000YR69,20.673
20160217,IDZQ000YV51,4.2
20160217,IDZQ000YW68,708.261
20160217,IDZQ000YX11,0.437
20160217,IDZQ000Z3V3,3128.128
20160217,IDZQ000Z3Z9,378.825
20160217,IDZQ000Z4G8,5.736
20160217,IDZQ000Z9D0,200.006
20160217,IDZQ000ZKM5,59.904
20160217,IDZQ000ZTH2,1379.273
20160217,IDZQ000ZW85,46.636
20160217,IDZQ000ZXW6,1.99
20160217,IDZQ000ZZS6,69.5
20160217,ID000BC0919,3.367
20160217,ID000BC0991,203.221
20160217,ID000BC0HC9,2.903
20160217,ID000BC0KZ7,181.425
20160217,ID000BC0Q57,29.896
20160217,ID000BC0QR3,1368.323
20160217,ID000BC0VQ3,0.42
20160217,ID000BC0VR2,4.5
20160217,ID000BC0YG8,8.193
20160217,ID000BC1099,300.728
20160217,ID000BC10X2,0.391
20160217,ID000BC12C1,137.883
20160217,ID000BC14R1,12.855
20160217,ID000BC1543,5439.245
20160217,ID000BC15X1,216.469
20160217,ID000BC1801,70.157
