Date,Id,SharesOutstanding
20171219,ID00007JMS4,50.0
20171219,ID0000DNN04,50.0
20171219,ID0000DP217,50.0
20171219,ID0000DQVM9,50.0
20171219,ID0000DT838,50.0
20171219,ID0000DTTJ5,50.0
20171219,ID0000DWTV7,50.0
20171219,ID0000F22K6,50.0
20171219,ID0000F72N8,50.0
20171219,ID0000F72P6,50.0
20171219,ID0000F72Q5,50.0
20171219,ID0000FGM81,50.0
20171219,ID0000FLJP3,50.0
20171219,ID0000FR2H3,50.0
20171219,ID0000FTLF1,50.0
20171219,ID000B9ZG12,337.535
20171219,IDZQ0000RP5,492.173
20171219,IDZQ00028F6,112.929
20171219,IDZQ0003GF7,110.58
20171219,IDZQ0003JW2,726.252
20171219,IDZQ00041J5,52.205
20171219,IDZQ00047M8,463.415
20171219,IDZQ00048R1,289.345
20171219,IDZQ0005505,219.713
20171219,IDZQ0005R34,573.343
20171219,IDZQ0005SC2,839.394
20171219,IDZQ0006KZ3,12.701
20171219,IDZQ00072J0,20.104
20171219,IDZQ00074Z8,281.884
20171219,IDZQ00078M3,18.546
20171219,IDZQ0007ZC4,276.068
20171219,IDZQ00083Q9,7.111
20171219,IDZQ0008744,0.07
20171219,IDZQ0008Z60,474.308
20171219,IDZQ0009HH7,50.327
20171219,IDZQ0009P98,133.352
20171219,IDZQ000BBR6,1246.809
20171219,IDZQ000BLR4,382.583
20171219,IDZQ000BQ48,0.835
20171219,IDZQ000BRG3,1.917
20171219,IDZQ000C552,9.756
20171219,IDZQ000C6F9,252.621
20171219,IDZQ000C963,252.621
20171219,IDZQ000CLN7,3.0
20171219,IDZQ000DLD7,0.375
20171219,IDZQ000DWM3,4202.844
20171219,IDZQ000F3R0,175.8
20171219,IDZQ000F6Q4,67.5
20171219,IDZQ000F8T7,446.101
20171219,IDZQ000FLJ9,681.888
20171219,IDZQ000FPC7,916.5
20171219,ID000ID228,4.2
20171219,ID000ID3Z0,14.0
20171219,IDZQ000J314,2852.214
