Date,Id,SharesOutstanding
20170914,ID00007JMS4,50.0
20170914,ID0000DNN04,50.0
20170914,ID0000DP217,50.0
20170914,ID0000DQVM9,50.0
20170914,ID0000DT838,50.0
20170914,ID0000DTTJ5,50.0
20170914,ID0000DWTV7,50.0
20170914,ID0000F22K6,50.0
20170914,ID0000F72N8,50.0
20170914,ID0000F72P6,50.0
20170914,ID0000F72Q5,50.0
20170914,ID0000FGM81,50.0
20170914,ID0000FLJP3,50.0
20170914,ID0000FR2H3,50.0
20170914,ID0000FTLF1,50.0
20170914,ID000B9ZG12,337.535
20170914,IDZQ0000RP5,492.173
20170914,IDZQ00028F6,113.304
20170914,IDZQ0003GF7,110.58
20170914,IDZQ0003JW2,723.084
20170914,IDZQ00041J5,52.065
20170914,IDZQ00047M8,463.04
20170914,IDZQ00048R1,289.263
20170914,IDZQ0005505,219.713
20170914,IDZQ0005R34,573.325
20170914,IDZQ0005SC2,839.394
20170914,IDZQ0006KZ3,12.701
20170914,IDZQ00072J0,20.104
20170914,IDZQ00074Z8,281.884
20170914,IDZQ00078M3,20.401
20170914,IDZQ0007ZC4,276.068
20170914,IDZQ00083Q9,7.111
20170914,IDZQ0008744,0.07
20170914,IDZQ0008Z60,474.308
20170914,IDZQ0009HH7,50.327
20170914,IDZQ0009P98,133.352
20170914,IDZQ000BBR6,1283.809
20170914,IDZQ000BLR4,330.083
20170914,IDZQ000BQ48,0.723
20170914,IDZQ000BRG3,1.635
20170914,IDZQ000C552,9.756
20170914,IDZQ000C6F9,254.277
20170914,IDZQ000CLN7,3.0
20170914,IDZQ000DLD7,0.375
20170914,IDZQ000DWM3,4270.255
20170914,IDZQ000F3R0,175.8
20170914,IDZQ000F6Q4,67.5
20170914,IDZQ000F8T7,449.527
20170914,IDZQ000FLJ9,681.888
20170914,IDZQ000FPC7,837.088
20170914,ID000ID228,4.2
20170914,ID000ID3Z0,14.0
20170914,IDZQ000J314,2852.214
20170914,IDZQ000JHG7,121.116
20170914,IDZQ000JZ04,380.921
20170914,IDZQ000KL21,252.0
20170914,IDZQ000KVM7,24.605
20170914,IDZQ000KY05,881.235
20170914,IDZQ000LDF4,1292.306
20170914,IDZQ000LP58,58.35
20170914,IDZQ000LT87,0.004
20170914,IDZQ000LYN9,193.482
20170914,IDZQ000M1Y8,73.956
20170914,IDZQ000M374,2009.992
20170914,IDZQ000M533,390.219
20170914,IDZQ000M677,259.796
20170914,IDZQ000M8V6,1.4
20170914,IDZQ000MKV9,274.925
20170914,IDZQ000MQB8,4.381
20170914,IDZQ000MQK8,36.0
20170914,IDZQ000MVL6,108.004
20170914,IDZQ000MWP0,167.025
20170914,IDZQ000N7T0,3.899
20170914,IDZQ000NCQ2,64.715
20170914,IDZQ000NGP4,1.243
20170914,IDZQ000NJJ5,0.856
20170914,IDZQ000P451,7.586
20170914,IDZQ000P5H5,6.478
20170914,IDZQ000P852,1060.803
20170914,IDZQ000P996,15859.79
20170914,IDZQ000PDN1,9.959
20170914,IDZQ000PTP4,1501.458
20170914,IDZQ000Q012,575.745
20170914,IDZQ000Q8V2,134.913
20170914,IDZQ000QFQ2,9.624
20170914,IDZQ000QHK4,2112.072
20170914,IDZQ000QXG4,3.0
20170914,IDZQ000R4K2,8.312
20170914,IDZQ000RJ38,44.913
20170914,IDZQ000RTM5,0.75
20170914,IDZQ000S1F3,30.531
20170914,IDZQ000S2R8,41.518
20170914,IDZQ000SB34,11.014
20170914,IDZQ000SDR4,331.955
20170914,IDZQ000SHJ4,96.277
20170914,IDZQ000SJC7,1.552
20170914,IDZQ000SV67,14.608
20170914,IDZQ000SWK9,2.541
20170914,IDZQ000T938,32.307
20170914,IDZQ000TDT1,601.995
20170914,IDZQ000TL40,98.999
20170914,IDZQ000TWT9,16.506
20170914,IDZQ000VF40,3.0
20170914,IDZQ000VT77,918.479
20170914,IDZQ000W4C5,918.479
20170914,IDZQ000W587,6.65
20170914,IDZQ000W783,66.453
