Date,Id,SharesOutstanding
20151105,ID00007JMS4,50.0
20151105,ID0000DNN04,50.0
20151105,ID0000DP217,50.0
20151105,ID0000DQVM9,50.0
20151105,ID0000DT838,50.0
20151105,ID0000DTTJ5,50.0
20151105,ID0000DWTV7,50.0
20151105,ID0000F22K6,50.0
20151105,ID0000F72N8,50.0
20151105,ID0000F72P6,50.0
20151105,ID0000F72Q5,50.0
20151105,ID0000FGM81,50.0
20151105,ID0000FLJP3,50.0
20151105,ID0000FR2H3,50.0
20151105,ID0000FTLF1,50.0
20151105,ID000B9WTK6,1.848
20151105,ID000B9ZG12,337.535
20151105,IDZQ0000RP5,492.173
20151105,IDZQ00028F6,113.695
20151105,IDZQ0003GF7,110.58
20151105,IDZQ0003JW2,702.355
20151105,IDZQ00041J5,51.672
20151105,IDZQ00047M8,462.649
20151105,IDZQ00048R1,235.308
20151105,IDZQ0005505,219.713
20151105,IDZQ0005R34,574.214
20151105,IDZQ0005SC2,839.394
20151105,IDZQ0006KZ3,12.611
20151105,IDZQ00072J0,19.923
20151105,IDZQ00074Z8,211.413
20151105,IDZQ00078M3,15.328
20151105,IDZQ0007ZC4,266.707
20151105,IDZQ00083Q9,7.111
20151105,IDZQ0008744,0.07
20151105,IDZQ0008WW8,1317.914
20151105,IDZQ0008Z60,264.521
20151105,IDZQ00095S1,2.619
20151105,IDZQ0009HH7,48.735
20151105,IDZQ0009LP9,319.803
20151105,IDZQ0009P98,125.627
20151105,IDZQ000BBR6,834.373
20151105,IDZQ000BLR4,329.0
20151105,IDZQ000BQ48,0.676
20151105,IDZQ000BRG3,1.027
20151105,IDZQ000C552,9.756
20151105,IDZQ000C6F9,247.614
20151105,IDZQ000CH56,35.0
20151105,IDZQ000CLN7,3.0
20151105,IDZQ000DLD7,0.275
20151105,IDZQ000DWM3,4270.255
20151105,IDZQ000F3R0,175.483
20151105,IDZQ000F6Q4,71.0
20151105,IDZQ000F8T7,457.0
20151105,IDZQ000FLJ9,681.888
20151105,IDZQ000FPC7,590.6
20151105,ID000ID228,4.2
20151105,ID000ID3Z0,10.0
20151105,IDZQ000J2Z9,60.58
20151105,IDZQ000J314,33611.25
20151105,IDZQ000JBM3,59.075
20151105,IDZQ000JHG7,116.391
20151105,IDZQ000JZ04,380.921
20151105,IDZQ000KL21,252.0
20151105,IDZQ000KVM7,23.991
20151105,IDZQ000KY05,867.373
20151105,IDZQ000LDF4,1289.547
20151105,IDZQ000LP58,46.872
20151105,IDZQ000LT87,0.005
20151105,IDZQ000LYN9,193.482
20151105,IDZQ000M1Y8,67.118
20151105,IDZQ000M374,2009.992
20151105,IDZQ000M533,390.219
20151105,IDZQ000M677,259.796
20151105,IDZQ000M8V6,1.4
20151105,IDZQ000MKV9,270.999
20151105,IDZQ000MQB8,4.381
20151105,IDZQ000MQK8,36.0
20151105,IDZQ000MVL6,108.004
20151105,IDZQ000MWP0,164.156
20151105,IDZQ000N7T0,3.899
20151105,IDZQ000NCQ2,67.589
20151105,IDZQ000NGP4,1.243
20151105,IDZQ000NJJ5,0.685
20151105,IDZQ000NJR6,227.561
20151105,IDZQ000P451,7.55
20151105,IDZQ000P5H5,5.778
20151105,IDZQ000P852,949.136
20151105,IDZQ000PDN1,9.972
20151105,IDZQ000PTP4,1501.458
20151105,IDZQ000Q012,575.745
20151105,IDZQ000Q8V2,91.604
20151105,IDZQ000QFQ2,8.673
20151105,IDZQ000QHK4,2110.946
20151105,IDZQ000QX92,27.222
20151105,IDZQ000QXG4,3.0
20151105,IDZQ000R4K2,9.123
20151105,IDZQ000RJ38,44.913
20151105,IDZQ000RTM5,0.75
20151105,IDZQ000S1F3,30.596
20151105,IDZQ000S2R8,41.453
20151105,IDZQ000SB34,437.321
20151105,IDZQ000SDR4,331.955
20151105,IDZQ000SHJ4,96.277
20151105,IDZQ000SJC7,1.518
20151105,IDZQ000SV67,14.608
20151105,IDZQ000SWK9,2.541
20151105,IDZQ000T3P7,13.5
20151105,IDZQ000T938,29.237
20151105,IDZQ000TL40,88.0
20151105,IDZQ000TWT9,16.506
20151105,IDZQ000VF40,3.0
20151105,IDZQ000VST5,0.022
20151105,IDZQ000VT77,918.479
20151105,IDZQ000W4C5,918.479
20151105,IDZQ000W587,6.65
20151105,IDZQ000W783,51.427
20151105,IDZQ000WBV8,587.613
20151105,IDZQ000WDG1,826.948
20151105,IDZQ000WHZ1,0.94
20151105,IDZQ000WLT9,33.021
20151105,IDZQ000WNJ6,7.7
20151105,IDZQ000WS96,826.948
20151105,IDZQ000WT94,29.913
20151105,IDZQ000WXZ6,159.12
20151105,IDZQ000WYN7,3678.642
20151105,IDZQ000X0H7,1.564
20151105,IDZQ000X336,17.058
20151105,IDZQ000X6D8,48.103
20151105,IDZQ000X8Q0,601.995
20151105,IDZQ000XHG1,601.995
20151105,IDZQ000XJ04,1246.343
20151105,IDZQ000XKM7,3.29
20151105,IDZQ000XP46,14.033
20151105,IDZQ000XPH2,58.891
20151105,IDZQ000XQG1,0.776
20151105,IDZQ000XSY7,338.087
20151105,IDZQ000XTF6,719.21
20151105,IDZQ000XWR6,2129.062
20151105,IDZQ000Y040,14.109
20151105,IDZQ000Y0W9,654.951
20151105,IDZQ000Y264,2.408
20151105,IDZQ000Y3P1,12.6
20151105,IDZQ000Y7B7,172.176
20151105,IDZQ000Y8Q9,738.471
20151105,IDZQ000YB91,113.198
20151105,IDZQ000YDZ8,1252.358
20151105,IDZQ000YG45,40.88
20151105,IDZQ000YN13,1252.358
20151105,IDZQ000YR69,20.673
20151105,IDZQ000YV51,4.2
20151105,IDZQ000YW68,177.065
20151105,IDZQ000YX11,0.826
20151105,IDZQ000Z3V3,3128.128
20151105,IDZQ000Z3Z9,260.572
20151105,IDZQ000Z4G8,5.736
20151105,IDZQ000Z9D0,200.006
20151105,IDZQ000ZKM5,62.392
20151105,IDZQ000ZTH2,1379.273
20151105,IDZQ000ZW85,46.636
20151105,IDZQ000ZXW6,1.99
20151105,IDZQ000ZZS6,69.5
20151105,ID000BC0919,3.367
20151105,ID000BC0991,203.221
20151105,ID000BC0HC9,2.903
20151105,ID000BC0KZ7,181.425
20151105,ID000BC0Q57,29.896
20151105,ID000BC0QR3,1367.715
20151105,ID000BC0VQ3,0.42
20151105,ID000BC0VR2,4.5
20151105,ID000BC0YG8,8.193
20151105,ID000BC1099,300.728
20151105,ID000BC10X2,0.391
20151105,ID000BC12C1,124.916
20151105,ID000BC14R1,12.855
20151105,ID000BC1543,5318.077
20151105,ID000BC15X1,216.161
20151105,ID000BC1801,72.616
20151105,ID000BC19P2,7.693
20151105,ID000BC1FY8,157.132
20151105,ID000BC1HT0,187.917
20151105,ID000BC1M46,4.101
20151105,ID000BC1RY2,95.434
20151105,ID000BC1TX9,1556.873
20151105,ID000BC1X79,565.938
20151105,ID000BC20D3,20.397
20151105,ID000BC22D9,4.273
20151105,ID000BC2356,46.024
20151105,ID000BC26Y7,326.076
20151105,ID000BC2NM3,12.261
20151105,ID000BC2NN2,0.28
20151105,ID000BC2QZ2,133.436
20151105,ID000BC2RH0,0.24
20151105,ID000BC2SQ8,76.114
20151105,ID000BC2VQ1,0.444
20151105,ID000BC3676,288.03
20151105,ID000BC3GG4,2.0
20151105,ID000BC3KQ4,349.271
20151105,ID000BC3NQ8,22.183
20151105,ID000BC3R89,24.028
20151105,ID000BC3SD1,36.398
20151105,ID000BC3V44,69.309
20151105,ID000BC3WW1,55.34
20151105,ID000BC43V5,7.73
20151105,ID000BC49N1,6336.87
20151105,ID000BC4N05,211.611
20151105,ID000BC4PR1,0.887
20151105,ID000BC4R79,121.356
20151105,ID000BC4T84,8.672
20151105,ID000BC4VC4,80.551
20151105,ID000BC4WR6,60.991
20151105,ID000BC4WY8,5.9
20151105,ID000BC5157,33.138
20151105,ID000BC5503,5.0
20151105,ID000BC5BS0,253.226
20151105,ID000BC5J58,0.136
20151105,ID000BC5L53,0.985
20151105,ID000BC5N04,8201.755
20151105,ID000BC5SG6,39.549
20151105,ID000BC64K3,27.875
20151105,ID000BC6B81,261.458
20151105,ID000BC6CZ9,1.173
20151105,ID000BC6FG3,30.766
20151105,ID000BC6J11,26.55
20151105,ID000BC6K90,464.539
20151105,ID000BC6M32,0.587
20151105,ID000BC6MK3,0.255
20151105,ID000BC6RR5,1.96
20151105,ID000BC6TT9,185.733
20151105,ID000BC6YD5,0.18
20151105,ID000BC70T1,19.116
20151105,ID000BC71W5,30.167
20151105,ID000BC73Z8,0.21
20151105,ID000BC75Z3,77.215
20151105,ID000BC7KS8,10.707
20151105,ID000BC7NT1,33.912
20151105,ID000BC7P43,209.125
20151105,ID000BC7PK5,508.063
20151105,ID000BC7QR6,39.599
20151105,ID000BC7RM9,140.974
20151105,ID000BC7XT9,140.974
20151105,ID000BC7ZT4,2445.392
20151105,ID000BC80Q3,511.739
20151105,ID000BC81W4,49.793
20151105,ID000BC82S7,2.154
20151105,ID000BC8421,0.144
20151105,ID000BC8494,186.574
20151105,ID000BC8564,348.376
20151105,ID000BC85Z2,57.202
20151105,ID000BC8699,131.133
20151105,ID000BC8831,10.783
20151105,ID000BC89V8,2.04
20151105,ID000BC8CB3,47.991
20151105,ID000BC8GG9,68.062
20151105,ID000BC8HB2,6.693
20151105,ID000BC8JQ2,44.236
20151105,ID000BC8L41,11.399
20151105,ID000BC8MY6,191.4
20151105,ID000BC8T44,27.454
20151105,ID000BC8T71,1.432
20151105,ID000BC8W01,18.986
20151105,ID000BC8W83,24.362
20151105,ID000BC8YB5,4.15
20151105,ID000BC9144,13499.91
20151105,ID000BC9616,92.959
20151105,ID000BC97P8,2.151
20151105,ID000BC9821,561.399
20151105,ID000BC9JR0,24.111
20151105,ID000BC9K88,20.573
20151105,ID000BC9LX8,265.422
20151105,ID000BC9P50,808.084
20151105,ID000BC9V66,441.302
20151105,ID000BC9VG5,0.764
20151105,ID000BC9YD2,651.381
20151105,ID000BC9Z85,98.94
20151105,ID000BC9ZX7,126.279
20151105,ID000BCB2K1,222.344
20151105,ID000BCBGK0,8.026
20151105,ID000BCBKJ3,84.529
20151105,ID000BCBRL5,309.435
20151105,ID000BCBT22,204.183
20151105,ID000BCC2Y5,575.745
20151105,ID000BCC3X4,1.108
20151105,ID000BCC685,26.777
20151105,ID000BCC9Z9,7.167
20151105,ID000BCCBQ4,14.012
20151105,ID000BCCFR4,620.148
20151105,ID000BCCK93,50.169
20151105,ID000BCCNC3,564.883
20151105,ID000BCCQS9,110.746
20151105,ID000BCCRV3,881.0
20151105,ID000BCCY84,0.22
20151105,ID000BCD1V9,17.343
20151105,ID000BCD2M7,0.105
20151105,ID000BCD4L4,36.299
20151105,ID000BCD7C7,419.053
20151105,ID000BCD7S0,6.015
20151105,ID000BCD988,400.018
20151105,ID000BCDBW6,7.4
20151105,ID000BCDMS7,0.1
20151105,ID000BCDPP3,806.198
20151105,ID000BCDS95,84.701
20151105,ID000BCDYD7,452.37
20151105,ID000BCFNY6,3.028
20151105,ID000BCFRC1,210.636
20151105,ID000BCFVJ5,211.984
20151105,ID000BCFY18,242.572
20151105,ID000BCG6V5,16.233
20151105,ID000BCGHT4,46.999
20151105,ID000BCGJN6,44.9
20151105,ID000BCGMT3,2001.0
20151105,ID000BCGN39,2001.0
20151105,ID000BCGSR2,517.431
20151105,ID000BCGVJ4,376.975
20151105,ID000BCGWQ4,133.688
20151105,ID000BCGY80,79.463
20151105,ID000BCH092,505.482
20151105,ID000BCH0H3,130.248
20151105,ID000BCH216,1622.938
20151105,ID000BCH3D1,22.5
20151105,ID000BCH458,295.09
20151105,ID000BCH9Y5,7.295
20151105,ID000BCHFC5,295.09
20151105,ID000BCHMN8,6.624
20151105,ID000BCHRB0,301.897
20151105,ID000BCHVK1,289.404
20151105,ID000BCJCF7,3.44
20151105,ID000BCJDC8,17.834
20151105,ID000BCKLP4,16.0
20151105,ID000BCKQ46,340.53
20151105,ID000BCKSY9,1310.129
20151105,ID000BCKTW9,3.526
20151105,ID000BCL3M6,955.616
20151105,ID000BCLBN7,2.955
20151105,ID000BCLVP1,160.0
20151105,ID000BCMX94,29.095
20151105,ID000BCMZB6,27.373
20151105,ID000BCN0T3,898.866
20151105,ID000BCN5N8,0.005
20151105,ID000BCN772,5.323
20151105,ID000BCN7R0,180.503
20151105,ID000BCNNX8,76.0
20151105,ID000BCNV42,794.292
20151105,ID000BCP0Y5,21.956
20151105,ID000BCP262,25.523
20151105,ID000BCP7M3,67.924
20151105,ID000BCPKQ0,5624.962
20151105,ID000BCQ2W2,3079.553
20151105,ID000BCQ3H7,153.577
20151105,ID000BCQDH5,87.907
20151105,ID000BCQMS3,475.74
20151105,ID000BCQW47,106.445
20151105,ID000BCQZ31,148.02
20151105,ID000BCR0R1,579.659
20151105,ID000BCR2B4,133.705
20151105,ID000BCR5S9,31.147
20151105,ID000BCR670,2780.509
20151105,ID000BCRHJ3,77.992
20151105,ID000BCRPL2,63.836
20151105,ID000BCRSB7,132.979
20151105,ID000BCRX80,197.5
20151105,ID000BCS296,67.379
20151105,ID000BCS4S1,46.604
20151105,ID000BCSH39,4391.784
20151105,ID000BCSNV5,36.269
20151105,ID000BCSR73,0.745
20151105,ID000BCSS80,1108.872
20151105,ID000BCSW45,119.363
20151105,ID000BCSWG2,6.245
20151105,ID000BCSZJ2,4.34
20151105,ID000BCT2V0,5.625
20151105,ID000BCT4W5,787.665
20151105,ID000BCT8G4,65.98
20151105,ID000BCTB68,6.992
20151105,ID000BCV1R4,132.0
20151105,ID000BCVC72,141.221
