Date,Id,SharesOutstanding
20170302,ID00007JMS4,50.0
20170302,ID0000DNN04,50.0
20170302,ID0000DP217,50.0
20170302,ID0000DQVM9,50.0
20170302,ID0000DT838,50.0
20170302,ID0000DTTJ5,50.0
20170302,ID0000DWTV7,50.0
20170302,ID0000F22K6,50.0
20170302,ID0000F72N8,50.0
20170302,ID0000F72P6,50.0
20170302,ID0000F72Q5,50.0
20170302,ID0000FGM81,50.0
20170302,ID0000FLJP3,50.0
20170302,ID0000FR2H3,50.0
20170302,ID0000FTLF1,50.0
20170302,ID000B9WTK6,1.848
20170302,ID000B9ZG12,337.535
20170302,IDZQ0000RP5,492.173
20170302,IDZQ00028F6,113.394
20170302,IDZQ0003GF7,110.58
20170302,IDZQ0003JW2,714.325
20170302,IDZQ00041J5,51.844
20170302,IDZQ00047M8,462.95
20170302,IDZQ00048R1,284.871
20170302,IDZQ0005505,219.713
20170302,IDZQ0005R34,573.633
20170302,IDZQ0005SC2,839.394
20170302,IDZQ0006KZ3,12.611
20170302,IDZQ00072J0,20.104
20170302,IDZQ00074Z8,211.413
20170302,IDZQ00078M3,16.86
20170302,IDZQ0007ZC4,276.068
20170302,IDZQ00083Q9,7.111
20170302,IDZQ0008744,0.07
20170302,IDZQ0008WW8,1317.914
20170302,IDZQ0008Z60,472.716
20170302,IDZQ00095S1,2.759
20170302,IDZQ0009HH7,49.692
20170302,IDZQ0009P98,130.077
20170302,IDZQ000BBR6,1281.293
20170302,IDZQ000BLR4,330.083
20170302,IDZQ000BQ48,0.586
20170302,IDZQ000BRG3,0.763
20170302,IDZQ000C552,9.756
20170302,IDZQ000C6F9,252.176
20170302,IDZQ000CLN7,3.0
20170302,IDZQ000DLD7,0.25
20170302,IDZQ000DWM3,4270.255
20170302,IDZQ000F3R0,175.8
20170302,IDZQ000F6Q4,71.0
20170302,IDZQ000F8T7,457.0
20170302,IDZQ000FLJ9,681.888
20170302,IDZQ000FPC7,807.803
20170302,ID000ID228,4.2
20170302,ID000ID3Z0,14.0
20170302,IDZQ000J314,2852.214
20170302,IDZQ000JHG7,119.274
20170302,IDZQ000JZ04,380.921
20170302,IDZQ000KL21,252.0
20170302,IDZQ000KVM7,24.176
20170302,IDZQ000KY05,873.033
20170302,IDZQ000LDF4,1289.944
20170302,IDZQ000LP58,58.35
20170302,IDZQ000LT87,0.005
20170302,IDZQ000LYN9,193.482
20170302,IDZQ000M1Y8,73.415
20170302,IDZQ000M374,2009.992
20170302,IDZQ000M533,390.219
20170302,IDZQ000M677,259.796
20170302,IDZQ000M8V6,1.4
20170302,IDZQ000MKV9,271.815
20170302,IDZQ000MQB8,4.381
20170302,IDZQ000MQK8,36.0
20170302,IDZQ000MVL6,108.004
20170302,IDZQ000MWP0,164.156
20170302,IDZQ000N7T0,3.899
20170302,IDZQ000NCQ2,64.715
20170302,IDZQ000NGP4,1.243
20170302,IDZQ000NJJ5,0.685
20170302,IDZQ000P451,7.573
20170302,IDZQ000P5H5,7.929
20170302,IDZQ000P852,1060.803
20170302,IDZQ000P996,15859.79
20170302,IDZQ000PDN1,9.972
20170302,IDZQ000PTP4,1501.458
20170302,IDZQ000Q012,575.745
20170302,IDZQ000Q8V2,127.805
20170302,IDZQ000QFQ2,11.279
20170302,IDZQ000QHK4,2111.283
20170302,IDZQ000QXG4,3.0
20170302,IDZQ000R4K2,8.251
20170302,IDZQ000RJ38,44.913
20170302,IDZQ000RTM5,0.75
20170302,IDZQ000S1F3,30.531
20170302,IDZQ000S2R8,41.518
20170302,IDZQ000SB34,11.014
20170302,IDZQ000SDR4,331.955
20170302,IDZQ000SHJ4,96.277
20170302,IDZQ000SJC7,1.518
20170302,IDZQ000SV67,14.608
20170302,IDZQ000SWK9,2.541
20170302,IDZQ000T938,32.307
20170302,IDZQ000TL40,98.999
20170302,IDZQ000TWT9,16.506
20170302,IDZQ000VF40,3.0
20170302,IDZQ000VT77,918.479
20170302,IDZQ000W4C5,918.479
20170302,IDZQ000W587,6.65
20170302,IDZQ000W783,64.001
20170302,IDZQ000WBV8,592.518
20170302,IDZQ000WDG1,826.948
20170302,IDZQ000WHZ1,0.94
20170302,IDZQ000WLT9,33.021
20170302,IDZQ000WNJ6,7.7
20170302,IDZQ000WS96,826.948
20170302,IDZQ000WT94,29.913
20170302,IDZQ000WXZ6,159.12
20170302,IDZQ000WYN7,5836.055
20170302,IDZQ000X0H7,1.59
20170302,IDZQ000X336,17.058
20170302,IDZQ000X6D8,47.556
20170302,IDZQ000X8Q0,601.995
20170302,IDZQ000XHG1,601.995
20170302,IDZQ000XJ04,1247.227
