Date,Id,SharesOutstanding
20150212,ID000B9WTK6,1.848
20150212,ID000B9ZG12,337.535
20150212,IDZQ0000RP5,492.173
20150212,IDZQ00028F6,122.075
20150212,IDZQ0003GF7,110.58
20150212,IDZQ0003JW2,690.769
20150212,IDZQ00041J5,51.453
20150212,IDZQ00047M8,454.269
20150212,IDZQ00048R1,231.836
20150212,IDZQ0005505,218.863
20150212,IDZQ0005R34,574.728
20150212,IDZQ0005SC2,839.394
20150212,IDZQ0006KZ3,12.611
20150212,IDZQ00072J0,19.86
20150212,IDZQ00074Z8,211.413
20150212,IDZQ00078M3,15.328
20150212,IDZQ0007ZC4,261.702
20150212,IDZQ00083Q9,7.111
20150212,IDZQ0008744,0.07
20150212,IDZQ0008WW8,1331.615
20150212,IDZQ0008Z60,264.148
20150212,IDZQ00095S1,1.894
20150212,IDZQ0009HH7,48.71
20150212,IDZQ0009LP9,10.937
20150212,IDZQ0009P98,122.938
20150212,IDZQ000BBR6,894.373
20150212,IDZQ000BLR4,329.0
20150212,IDZQ000BQ48,1.677
20150212,IDZQ000BRG3,2.508
20150212,IDZQ000C552,9.756
20150212,IDZQ000C6F9,246.043
20150212,IDZQ000CH56,35.0
20150212,IDZQ000CLN7,3.0
20150212,IDZQ000DLD7,0.175
20150212,IDZQ000DWM3,4270.255
20150212,IDZQ000F3R0,175.016
20150212,IDZQ000F6Q4,71.0
20150212,IDZQ000F8T7,457.0
20150212,IDZQ000FD25,76.749
20150212,IDZQ000FLJ9,681.888
20150212,IDZQ000FPC7,44.135
20150212,ID000ID228,4.2
20150212,ID000ID3Z0,10.0
20150212,IDZQ000J2Z9,60.58
20150212,IDZQ000J314,2074.394
20150212,IDZQ000JBM3,36.408
20150212,IDZQ000JHG7,116.16
20150212,IDZQ000JZ04,380.921
20150212,IDZQ000KL21,252.0
20150212,IDZQ000KVM7,23.767
20150212,IDZQ000KY05,863.688
20150212,IDZQ000LCT1,2.413
20150212,IDZQ000LDF4,1396.671
20150212,IDZQ000LP58,43.691
20150212,IDZQ000LT87,0.018
20150212,IDZQ000LYN9,166.846
20150212,IDZQ000M1Y8,64.887
20150212,IDZQ000M374,2009.992
20150212,IDZQ000M533,390.219
20150212,IDZQ000M677,259.796
20150212,IDZQ000M8V6,1.4
20150212,IDZQ000MKV9,270.999
20150212,IDZQ000MQB8,4.381
20150212,IDZQ000MQK8,36.0
20150212,IDZQ000MVL6,108.004
20150212,IDZQ000MWP0,164.155
20150212,IDZQ000N7T0,3.899
20150212,IDZQ000NCQ2,67.483
20150212,IDZQ000NGP4,1.243
20150212,IDZQ000NJJ5,0.566
20150212,IDZQ000NJR6,189.526
20150212,IDZQ000P451,7.584
20150212,IDZQ000P5H5,6.462
20150212,IDZQ000P852,777.247
20150212,IDZQ000PDN1,9.972
20150212,IDZQ000PTP4,1501.458
20150212,IDZQ000Q012,575.745
20150212,IDZQ000Q8V2,83.769
20150212,IDZQ000QFQ2,8.612
20150212,IDZQ000QHK4,2111.078
20150212,IDZQ000QX92,27.177
20150212,IDZQ000QXG4,3.0
20150212,IDZQ000R4K2,9.214
20150212,IDZQ000RJ38,44.913
20150212,IDZQ000RTM5,0.75
20150212,IDZQ000S1F3,30.596
20150212,IDZQ000S2R8,41.453
20150212,IDZQ000SB34,437.321
20150212,IDZQ000SDR4,331.955
20150212,IDZQ000SHJ4,96.277
20150212,IDZQ000SJC7,1.518
20150212,IDZQ000SV67,14.233
20150212,IDZQ000SWK9,0.414
20150212,IDZQ000T3P7,13.5
20150212,IDZQ000T938,25.783
20150212,IDZQ000TL40,88.0
20150212,IDZQ000TWT9,16.506
20150212,IDZQ000VF40,3.0
20150212,IDZQ000VMT8,3.665
20150212,IDZQ000VST5,0.022
20150212,IDZQ000VT77,918.479
20150212,IDZQ000W4C5,918.479
20150212,IDZQ000W587,6.65
20150212,IDZQ000W783,43.636
20150212,IDZQ000WBV8,584.716
20150212,IDZQ000WDG1,826.948
20150212,IDZQ000WHZ1,0.94
20150212,IDZQ000WLT9,33.021
20150212,IDZQ000WNJ6,7.7
20150212,IDZQ000WS96,826.948
20150212,IDZQ000WT94,28.597
20150212,IDZQ000WXZ6,159.12
20150212,IDZQ000WYN7,3678.141
20150212,IDZQ000X0H7,1.556
20150212,IDZQ000X336,17.058
20150212,IDZQ000X6D8,48.014
20150212,IDZQ000X8Q0,601.995
20150212,IDZQ000XHG1,601.995
20150212,IDZQ000XJ04,1245.958
20150212,IDZQ000XKM7,3.29
20150212,IDZQ000XP46,14.033
20150212,IDZQ000XPH2,58.891
20150212,IDZQ000XQG1,0.776
20150212,IDZQ000XSY7,336.118
20150212,IDZQ000XTF6,719.21
20150212,IDZQ000XWR6,2112.138
20150212,IDZQ000Y040,12.706
20150212,IDZQ000Y0W9,643.792
20150212,IDZQ000Y264,2.408
20150212,IDZQ000Y291,0.005
20150212,IDZQ000Y3P1,12.6
20150212,IDZQ000Y4D2,0.03
20150212,IDZQ000Y7B7,163.593
20150212,IDZQ000Y8Q9,734.914
20150212,IDZQ000YB91,113.175
20150212,IDZQ000YDZ8,1138.507
20150212,IDZQ000YG45,40.88
20150212,IDZQ000YN13,1138.507
20150212,IDZQ000YR69,20.616
20150212,IDZQ000YV51,4.2
20150212,IDZQ000YW68,177.065
20150212,IDZQ000YX11,1.052
20150212,IDZQ000Z290,35.906
