Date,Time,Id,CleanMid,CumVolume,IsOpen
20160620,10:00:00.000,IDZQ0003GF7,33.059696,150263.0,1.0
20160620,10:00:00.000,IDZQ00047M8,7.7763104,236050.0,1.0
20160620,10:00:00.000,IDZQ00048R1,42.42363,176613.0,1.0
20160620,10:00:00.000,IDZQ0005R34,3.5902383,173195.0,1.0
20160620,10:00:00.000,IDZQ0005SC2,25.908892,321730.0,1.0
20160620,10:00:00.000,IDZQ0007ZC4,11.355606,279879.0,1.0
20160620,10:00:00.000,IDZQ0008WW8,4.0871906,449071.0,1.0
20160620,10:00:00.000,IDZQ0009HH7,81.55441,14600.0,1.0
20160620,10:00:00.000,IDZQ0009P98,35.888695,141652.0,1.0
20160620,10:00:00.000,IDZQ000BBR6,21.78896,737960.0,1.0
20160620,10:00:00.000,IDZQ000DWM3,3.763136,3581893.0,1.0
20160620,10:00:00.000,IDZQ000F3R0,14.258161,26673.0,1.0
20160620,10:00:00.000,IDZQ000F8T7,152.05875,347693.0,1.0
20160620,10:00:00.000,IDZQ000FLJ9,13.847854,251512.0,1.0
20160620,10:00:00.000,IDZQ000KL21,89.44732,37090.0,1.0
20160620,10:00:00.000,IDZQ000M533,23.844923,151034.0,1.0
20160620,10:00:00.000,IDZQ000MKV9,4.1229844,536250.0,1.0
20160620,10:00:00.000,IDZQ000MVL6,29.96565,39401.0,1.0
20160620,10:00:00.000,IDZQ000MWP0,16.068613,79297.0,1.0
20160620,10:00:00.000,IDZQ000PTP4,15.814702,320599.0,1.0
20160620,10:00:00.000,IDZQ000Q012,14.6089,853102.0,1.0
20160620,10:00:00.000,IDZQ000QHK4,12.376083,1771711.0,1.0
20160620,10:00:00.000,IDZQ000TWT9,52.118668,10531.0,1.0
20160620,10:00:00.000,IDZQ000VT77,78.65751,694615.0,1.0
20160620,10:00:00.000,IDZQ000WBV8,63.669476,192770.0,1.0
20160620,10:00:00.000,IDZQ000WDG1,102.25704,589089.0,1.0
20160620,10:00:00.000,IDZQ000WYN7,5.582749,3808096.0,1.0
20160620,10:00:00.000,IDZQ000X6D8,135.45251,11796.0,1.0
20160620,10:00:00.000,IDZQ000X8Q0,80.67177,657680.0,1.0
20160620,10:00:00.000,IDZQ000XJ04,51.264305,1350464.0,1.0
20160620,10:00:00.000,IDZQ000XSY7,30.626753,112339.0,1.0
20160620,10:00:00.000,IDZQ000XWR6,1.6085694,6583124.0,1.0
20160620,10:00:00.000,IDZQ000Y0W9,69.3105,201227.0,1.0
20160620,10:00:00.000,IDZQ000Y7B7,96.05022,128309.0,1.0
20160620,10:00:00.000,IDZQ000Y8Q9,25.718441,577730.0,1.0
20160620,10:00:00.000,IDZQ000YB91,57.021267,147233.0,1.0
20160620,10:00:00.000,IDZQ000YDZ8,7.6575375,3108549.0,1.0
20160620,10:00:00.000,IDZQ000Z3V3,4.63277,1406552.0,1.0
20160620,10:00:00.000,IDZQ000Z3Z9,8.577528,247237.0,1.0
20160620,10:00:00.000,IDZQ000Z9D0,211.66579,119819.0,1.0
20160620,10:00:00.000,IDZQ000ZKM5,24.018152,22300.0,1.0
20160620,10:00:00.000,IDZQ000ZTH2,16.21017,4989122.0,1.0
20160620,10:00:00.000,ID000BC0KZ7,60.472706,161725.0,1.0
20160620,10:00:00.000,ID000BC0QR3,18.204615,1910443.0,1.0
20160620,10:00:00.000,ID000BC1099,27.23226,155840.0,1.0
20160620,10:00:00.000,ID000BC12C1,39.33442,102027.0,1.0
20160620,10:00:00.000,ID000BC1543,1.6153591,6013962.0,1.0
20160620,10:00:00.000,ID000BC15X1,128.40831,92065.0,1.0
20160620,10:00:00.000,ID000BC1801,63.465786,18902.0,1.0
20160620,10:00:00.000,ID000BC1FY8,105.8046,19970.0,1.0
20160620,10:00:00.000,ID000BC1HT0,83.05944,204552.0,1.0
20160620,10:00:00.000,ID000BC1RY2,73.00517,134504.0,1.0
20160620,10:00:00.000,ID000BC2356,32.41751,23415.0,1.0
20160620,10:00:00.000,ID000BC3676,79.97017,31770.0,1.0
20160620,10:00:00.000,ID000BC3SD1,121.84503,13508.0,1.0
20160620,10:00:00.000,ID000BC3V44,127.5879,29528.0,1.0
20160620,10:00:00.000,ID000BC49N1,6.733529,2061464.0,1.0
20160620,10:00:00.000,ID000BC4N05,11.762982,458029.0,1.0
20160620,10:00:00.000,ID000BC4VC4,68.999306,6088.0,1.0
20160620,10:00:00.000,ID000BC4WR6,112.50367,51143.0,1.0
20160620,10:00:00.000,ID000BC6K90,12.968136,957044.0,1.0
20160620,10:00:00.000,ID000BC6TT9,144.39217,123786.0,1.0
20160620,10:00:00.000,ID000BC75Z3,66.60559,6107.0,1.0
20160620,10:00:00.000,ID000BC7PK5,159.44243,148926.0,1.0
20160620,10:00:00.000,ID000BC7QR6,63.991978,32701.0,1.0
20160620,10:00:00.000,ID000BC7RM9,103.79035,13444.0,1.0
20160620,10:00:00.000,ID000BC7ZT4,23.107273,2282329.0,1.0
20160620,10:00:00.000,ID000BC80Q3,4.4307256,98893.0,1.0
20160620,10:00:00.000,ID000BC8494,100.28239,129215.0,1.0
20160620,10:00:00.000,ID000BC8564,37.57602,144133.0,1.0
20160620,10:00:00.000,ID000BC85Z2,88.77402,25784.0,1.0
20160620,10:00:00.000,ID000BC8699,23.175112,57279.0,1.0
20160620,10:00:00.000,ID000BC8CB3,109.61244,15151.0,1.0
20160620,10:00:00.000,ID000BC8GG9,184.16628,5560.0,1.0
20160620,10:00:00.000,ID000BC8JQ2,184.27028,23399.0,1.0
20160620,10:00:00.000,ID000BC8MY6,23.480644,228128.0,1.0
20160620,10:00:00.000,ID000BC9821,185.69557,151999.0,1.0
20160620,10:00:00.000,ID000BC9LX8,105.974335,83978.0,1.0
20160620,10:00:00.000,ID000BC9P50,15.378445,1487426.0,1.0
20160620,10:00:00.000,ID000BC9YD2,5.9135065,168473.0,1.0
20160620,10:00:00.000,ID000BC9Z85,55.083405,17152.0,1.0
20160620,10:00:00.000,ID000BC9ZX7,170.53212,33227.0,1.0
20160620,10:00:00.000,ID000BCB2K1,69.7688,125066.0,1.0
20160620,10:00:00.000,ID000BCBT22,20.614922,86076.0,1.0
20160620,10:00:00.000,ID000BCCFR4,30.540684,329724.0,1.0
20160620,10:00:00.000,ID000BCCK93,124.7589,17374.0,1.0
20160620,10:00:00.000,ID000BCCNC3,43.0008,309213.0,1.0
20160620,10:00:00.000,ID000BCCRV3,106.675934,731712.0,1.0
20160620,10:00:00.000,ID000BCD7C7,17.756212,378349.0,1.0
20160620,10:00:00.000,ID000BCD988,21.210327,182173.0,1.0
20160620,10:00:00.000,ID000BCDPP3,38.400845,1951197.0,1.0
