Date,Time,Id,CleanMid,CumVolume,IsOpen
20170130,10:00:00.000,IDZQ0003GF7,34.407738,127992.0,1.0
20170130,10:00:00.000,IDZQ00047M8,8.239773,182756.0,1.0
20170130,10:00:00.000,IDZQ00048R1,40.670967,169641.0,1.0
20170130,10:00:00.000,IDZQ0005R34,2.6332705,56439.0,1.0
20170130,10:00:00.000,IDZQ0005SC2,31.87327,867006.0,1.0
20170130,10:00:00.000,IDZQ0007ZC4,13.618394,69538.0,1.0
20170130,10:00:00.000,IDZQ0008WW8,3.2783315,819151.0,1.0
20170130,10:00:00.000,IDZQ0009HH7,90.71276,21472.0,1.0
20170130,10:00:00.000,IDZQ0009P98,37.253693,76087.0,1.0
20170130,10:00:00.000,IDZQ000BBR6,21.128399,568198.0,1.0
20170130,10:00:00.000,IDZQ000DWM3,2.8673112,1563696.0,1.0
20170130,10:00:00.000,IDZQ000F3R0,14.963947,40179.0,1.0
20170130,10:00:00.000,IDZQ000F8T7,170.46353,303506.0,1.0
20170130,10:00:00.000,IDZQ000FLJ9,11.288565,283922.0,1.0
20170130,10:00:00.000,IDZQ000KL21,87.76535,108033.0,1.0
20170130,10:00:00.000,IDZQ000M533,28.593197,168558.0,1.0
20170130,10:00:00.000,IDZQ000MKV9,4.8139863,356896.0,1.0
20170130,10:00:00.000,IDZQ000MVL6,25.61462,40934.0,1.0
20170130,10:00:00.000,IDZQ000MWP0,19.114914,66386.0,1.0
20170130,10:00:00.000,IDZQ000PTP4,15.824329,349978.0,1.0
20170130,10:00:00.000,IDZQ000Q012,13.161866,892057.0,1.0
20170130,10:00:00.000,IDZQ000QHK4,17.83899,705500.0,1.0
20170130,10:00:00.000,IDZQ000TWT9,53.386986,10662.0,1.0
20170130,10:00:00.000,IDZQ000VT77,96.949295,253979.0,1.0
20170130,10:00:00.000,IDZQ000WBV8,72.02445,189096.0,1.0
20170130,10:00:00.000,IDZQ000WDG1,112.85033,314400.0,1.0
20170130,10:00:00.000,IDZQ000WYN7,4.5396423,3415193.0,1.0
20170130,10:00:00.000,IDZQ000X6D8,129.85664,3950.0,1.0
20170130,10:00:00.000,IDZQ000X8Q0,92.672356,266380.0,1.0
20170130,10:00:00.000,IDZQ000XJ04,64.944336,603834.0,1.0
20170130,10:00:00.000,IDZQ000XSY7,36.869247,97218.0,1.0
20170130,10:00:00.000,IDZQ000XWR6,1.0449401,2247631.0,1.0
20170130,10:00:00.000,IDZQ000Y0W9,62.028965,270940.0,1.0
20170130,10:00:00.000,IDZQ000Y7B7,80.08182,94064.0,1.0
20170130,10:00:00.000,IDZQ000Y8Q9,24.489614,482104.0,1.0
20170130,10:00:00.000,IDZQ000YB91,53.168064,64519.0,1.0
20170130,10:00:00.000,IDZQ000YDZ8,8.704933,1700486.0,1.0
20170130,10:00:00.000,IDZQ000Z3V3,5.9706287,466524.0,1.0
20170130,10:00:00.000,IDZQ000Z9D0,194.83833,137515.0,1.0
20170130,10:00:00.000,IDZQ000ZKM5,25.549505,29530.0,1.0
20170130,10:00:00.000,IDZQ000ZTH2,20.103165,1955382.0,1.0
20170130,10:00:00.000,ID000BC0KZ7,64.2769,75603.0,1.0
20170130,10:00:00.000,ID000BC0QR3,18.333172,407763.0,1.0
20170130,10:00:00.000,ID000BC1099,26.003069,97453.0,1.0
20170130,10:00:00.000,ID000BC12C1,43.66109,156172.0,1.0
20170130,10:00:00.000,ID000BC1543,1.4912689,7732142.0,1.0
20170130,10:00:00.000,ID000BC15X1,115.68025,131426.0,1.0
20170130,10:00:00.000,ID000BC1801,60.92903,14407.0,1.0
20170130,10:00:00.000,ID000BC1FY8,110.12718,64077.0,1.0
20170130,10:00:00.000,ID000BC1HT0,96.27117,77246.0,1.0
20170130,10:00:00.000,ID000BC1RY2,71.45853,33219.0,1.0
20170130,10:00:00.000,ID000BC2356,41.589363,82798.0,1.0
20170130,10:00:00.000,ID000BC3676,69.664406,18082.0,1.0
20170130,10:00:00.000,ID000BC3V44,143.84612,3598.0,1.0
