Date,Time,Id,CleanMid,CumVolume,IsOpen
20170824,10:00:00.000,IDZQ0003GF7,44.317043,49818.0,1.0
20170824,10:00:00.000,IDZQ00047M8,9.683431,149140.0,1.0
20170824,10:00:00.000,IDZQ00048R1,46.075096,118730.0,1.0
20170824,10:00:00.000,IDZQ0005R34,2.2062523,50793.0,1.0
20170824,10:00:00.000,IDZQ0005SC2,37.890064,475516.0,1.0
20170824,10:00:00.000,IDZQ0007ZC4,13.624837,155082.0,1.0
20170824,10:00:00.000,IDZQ0009HH7,114.273315,6279.0,1.0
20170824,10:00:00.000,IDZQ0009P98,32.972305,42044.0,1.0
20170824,10:00:00.000,IDZQ000BBR6,19.418148,1010782.0,1.0
20170824,10:00:00.000,IDZQ000DWM3,3.5385203,1086457.0,1.0
20170824,10:00:00.000,IDZQ000F3R0,16.949265,10552.0,1.0
20170824,10:00:00.000,IDZQ000F8T7,215.59724,106688.0,1.0
20170824,10:00:00.000,IDZQ000FLJ9,11.684113,61670.0,1.0
20170824,10:00:00.000,IDZQ000KL21,105.54796,11782.0,1.0
20170824,10:00:00.000,IDZQ000M533,34.385174,184647.0,1.0
20170824,10:00:00.000,IDZQ000MKV9,6.3165956,2266333.0,1.0
20170824,10:00:00.000,IDZQ000MVL6,23.409,29740.0,1.0
20170824,10:00:00.000,IDZQ000MWP0,23.746424,56286.0,1.0
20170824,10:00:00.000,IDZQ000PTP4,19.896376,190453.0,1.0
20170824,10:00:00.000,IDZQ000Q012,24.860495,573883.0,1.0
20170824,10:00:00.000,IDZQ000QHK4,18.148619,1373945.0,1.0
20170824,10:00:00.000,IDZQ000TWT9,72.83523,2674.0,1.0
20170824,10:00:00.000,IDZQ000VT77,97.10578,260161.0,1.0
20170824,10:00:00.000,IDZQ000W587,213.9024,673.0,1.0
20170824,10:00:00.000,IDZQ000WBV8,79.62556,97495.0,1.0
20170824,10:00:00.000,IDZQ000WDG1,126.92774,207911.0,1.0
20170824,10:00:00.000,IDZQ000WYN7,6.223973,1884562.0,1.0
20170824,10:00:00.000,IDZQ000X6D8,118.13749,4905.0,1.0
20170824,10:00:00.000,IDZQ000X8Q0,93.12362,56285.0,1.0
20170824,10:00:00.000,IDZQ000XJ04,76.18603,319819.0,1.0
20170824,10:00:00.000,IDZQ000XSY7,44.470436,56858.0,1.0
20170824,10:00:00.000,IDZQ000Y0W9,78.94712,116887.0,1.0
20170824,10:00:00.000,IDZQ000Y7B7,109.79554,40995.0,1.0
20170824,10:00:00.000,IDZQ000Y8Q9,23.913624,802627.0,1.0
20170824,10:00:00.000,IDZQ000YB91,59.64985,72924.0,1.0
20170824,10:00:00.000,IDZQ000YDZ8,12.619031,1228253.0,1.0
20170824,10:00:00.000,IDZQ000Z3V3,7.466408,352537.0,1.0
20170824,10:00:00.000,IDZQ000Z9D0,228.42867,33847.0,1.0
20170824,10:00:00.000,IDZQ000ZKM5,30.299833,12447.0,1.0
20170824,10:00:00.000,IDZQ000ZTH2,16.197079,1449945.0,1.0
20170824,10:00:00.000,ID000BC0KZ7,75.90291,67742.0,1.0
20170824,10:00:00.000,ID000BC0QR3,22.409193,410688.0,1.0
