Date,Time,Id,CleanMid,CumVolume,IsOpen
20170403,10:00:00.000,IDZQ0003GF7,37.386578,43468.0,1.0
20170403,10:00:00.000,IDZQ00047M8,8.80161,177311.0,1.0
20170403,10:00:00.000,IDZQ00048R1,41.66491,76054.0,1.0
20170403,10:00:00.000,IDZQ0005R34,2.6185083,133579.0,1.0
20170403,10:00:00.000,IDZQ0005SC2,35.284527,318968.0,1.0
20170403,10:00:00.000,IDZQ0007ZC4,14.164488,479857.0,1.0
20170403,10:00:00.000,IDZQ0008WW8,3.3085415,242449.0,1.0
20170403,10:00:00.000,IDZQ0009HH7,97.241325,11736.0,1.0
20170403,10:00:00.000,IDZQ0009P98,34.98365,142265.0,1.0
20170403,10:00:00.000,IDZQ000BBR6,21.394531,826343.0,1.0
20170403,10:00:00.000,IDZQ000DWM3,3.0140498,2332849.0,1.0
20170403,10:00:00.000,IDZQ000F3R0,16.604713,37646.0,1.0
20170403,10:00:00.000,IDZQ000F8T7,185.73409,297856.0,1.0
20170403,10:00:00.000,IDZQ000FLJ9,12.406251,253147.0,1.0
20170403,10:00:00.000,IDZQ000KL21,95.03021,103890.0,1.0
20170403,10:00:00.000,IDZQ000M533,31.759424,80873.0,1.0
20170403,10:00:00.000,IDZQ000MKV9,5.440421,538829.0,1.0
20170403,10:00:00.000,IDZQ000MVL6,25.672018,18049.0,1.0
20170403,10:00:00.000,IDZQ000MWP0,21.741873,42577.0,1.0
20170403,10:00:00.000,IDZQ000PTP4,16.60446,138660.0,1.0
20170403,10:00:00.000,IDZQ000Q012,16.61537,718374.0,1.0
20170403,10:00:00.000,IDZQ000QHK4,15.413448,744450.0,1.0
20170403,10:00:00.000,IDZQ000VT77,99.852,381954.0,1.0
20170403,10:00:00.000,IDZQ000W587,180.34363,3860.0,1.0
20170403,10:00:00.000,IDZQ000WBV8,73.63828,297215.0,1.0
20170403,10:00:00.000,IDZQ000WDG1,115.64424,326889.0,1.0
20170403,10:00:00.000,IDZQ000WYN7,5.34766,2750528.0,1.0
20170403,10:00:00.000,IDZQ000X6D8,124.275604,6219.0,1.0
20170403,10:00:00.000,IDZQ000X8Q0,91.45512,222069.0,1.0
20170403,10:00:00.000,IDZQ000XJ04,65.827446,535540.0,1.0
20170403,10:00:00.000,IDZQ000XSY7,40.713913,178648.0,1.0
20170403,10:00:00.000,IDZQ000XWR6,0.9206784,19529722.0,1.0
