Date,Id,MDV_63
20140630,ID00007JMS4,0.0
20140630,ID0000DP217,0.0
20140630,ID0000DQVM9,0.0
20140630,ID0000DT838,0.0
20140630,ID0000DTTJ5,0.0
20140630,ID0000DWTV7,0.0
20140630,ID0000F22K6,0.0
20140630,ID0000F72N8,0.0
20140630,ID0000F72P6,0.0
20140630,ID0000F72Q5,0.0
20140630,ID0000FGM81,0.0
20140630,ID0000FLJP3,0.0
20140630,ID0000FR2H3,0.0
20140630,ID0000FTLF1,0.0
20140630,ID000B9WTK6,9985.68
20140630,ID000B9ZG12,0.0
20140630,IDZQ0000RP5,2536446.0
20140630,IDZQ00028F6,210918.7
20140630,IDZQ0003GF7,4668617.5
20140630,IDZQ0003JW2,0.0
20140630,IDZQ0003N80,0.0
20140630,IDZQ00041J5,49163.336
20140630,IDZQ00047M8,12763439.0
20140630,IDZQ00048R1,44979092.0
20140630,IDZQ0005505,20777.13
20140630,IDZQ0005R34,2819148.5
20140630,IDZQ0005SC2,68422104.0
20140630,IDZQ0006KZ3,2789.8306
20140630,IDZQ00072J0,600767.2
20140630,IDZQ00074Z8,0.0
20140630,IDZQ00078M3,2091.6492
20140630,IDZQ0007ZC4,16908544.0
20140630,IDZQ00083Q9,6546.4233
20140630,IDZQ0008744,0.0
20140630,IDZQ0008WW8,21142812.0
20140630,IDZQ0008Z60,82829.39
20140630,IDZQ00095S1,1520.91
20140630,IDZQ0009HH7,8602365.0
20140630,IDZQ0009LP9,304940.12
20140630,IDZQ0009P98,15245007.0
20140630,IDZQ000BBR6,61815260.0
20140630,IDZQ000BLR4,1994616.4
20140630,IDZQ000BQ48,13628.391
20140630,IDZQ000BRG3,76745.414
20140630,IDZQ000C552,498738.16
20140630,IDZQ000CH56,345858.2
20140630,IDZQ000CLN7,261727.16
20140630,IDZQ000DLD7,81151.08
20140630,IDZQ000DWM3,52456656.0
20140630,IDZQ000F3R0,3457728.2
20140630,IDZQ000F6Q4,1876794.9
20140630,IDZQ000F8T7,240272540.0
20140630,IDZQ000FD25,16322.119
20140630,IDZQ000FLJ9,24330988.0
20140630,IDZQ000FPC7,286011.53
