Date,Id,MDV_63
20150513,ID00007JMS4,0.0
20150513,ID0000DNN04,0.0
20150513,ID0000DP217,0.0
20150513,ID0000DQVM9,0.0
20150513,ID0000DT838,0.0
20150513,ID0000DTTJ5,0.0
20150513,ID0000DWTV7,0.0
20150513,ID0000F22K6,0.0
20150513,ID0000F72N8,0.0
20150513,ID0000F72P6,0.0
20150513,ID0000F72Q5,4660.3677
20150513,ID0000FGM81,0.0
20150513,ID0000FLJP3,0.0
20150513,ID0000FR2H3,0.0
20150513,ID0000FTLF1,0.0
20150513,ID000B9WTK6,17371.215
20150513,ID000B9X457,0.0
20150513,ID000B9ZG12,0.0
20150513,IDZQ0000RP5,8227455.5
20150513,IDZQ00028F6,146060.67
20150513,IDZQ0003GF7,10781363.0
20150513,IDZQ0003JW2,0.0
20150513,IDZQ0003N80,0.0
20150513,IDZQ00041J5,39759.625
20150513,IDZQ00047M8,13825342.0
20150513,IDZQ00048R1,62496252.0
20150513,IDZQ0005505,18873.264
20150513,IDZQ0005R34,4818396.0
20150513,IDZQ0005SC2,70049670.0
20150513,IDZQ0006KZ3,0.0
20150513,IDZQ00072J0,429397.34
20150513,IDZQ00074Z8,0.0
20150513,IDZQ00078M3,36617.805
20150513,IDZQ0007ZC4,20528356.0
20150513,IDZQ00083Q9,2500.4353
20150513,IDZQ0008744,0.0
20150513,IDZQ0008WW8,27469828.0
20150513,IDZQ0008Z60,76741.4
20150513,IDZQ00095S1,609.7602
20150513,IDZQ0009HH7,9802963.0
20150513,IDZQ0009LP9,366196.6
20150513,IDZQ0009P98,27139016.0
20150513,IDZQ000BBR6,64064788.0
20150513,IDZQ000BLR4,1656053.6
20150513,IDZQ000BQ48,18142.764
20150513,IDZQ000BRG3,310589.72
20150513,IDZQ000C552,782267.1
20150513,IDZQ000C6F9,0.0
20150513,IDZQ000CH56,386061.12
20150513,IDZQ000CLN7,801728.4
20150513,IDZQ000DLD7,75948.164
20150513,IDZQ000DWM3,54083780.0
20150513,IDZQ000F3R0,2908932.0
20150513,IDZQ000F6Q4,4430194.0
20150513,IDZQ000F8T7,306877220.0
20150513,IDZQ000FLJ9,29323656.0
20150513,IDZQ000FPC7,201614.75
20150513,ID000ID228,2692.831
20150513,ID000ID3Z0,204940.66
20150513,IDZQ000J2Z9,0.0
20150513,IDZQ000J314,382090.4
20150513,IDZQ000JBM3,89286.4
20150513,IDZQ000JHG7,120936.55
20150513,IDZQ000JZ04,165757.48
20150513,IDZQ000KL21,36324616.0
20150513,IDZQ000KVM7,493090.6
20150513,IDZQ000KY05,41105824.0
20150513,IDZQ000LCT1,0.0
20150513,IDZQ000LDF4,23382.998
20150513,IDZQ000LP58,444460.66
20150513,IDZQ000LT87,0.0
20150513,IDZQ000LYN9,13000.294
20150513,IDZQ000M1Y8,39613.594
20150513,IDZQ000M374,31691998.0
20150513,IDZQ000M533,18518664.0
20150513,IDZQ000M677,0.0
20150513,IDZQ000M8V6,0.0
20150513,IDZQ000MKV9,13139616.0
20150513,IDZQ000MQB8,430930.8
20150513,IDZQ000MQK8,1077295.1
20150513,IDZQ000MVL6,10199650.0
20150513,IDZQ000MWP0,7837915.5
20150513,IDZQ000N7T0,88425.43
20150513,IDZQ000NCQ2,8033.258
20150513,IDZQ000NGP4,26341.893
20150513,IDZQ000NJJ5,15.692583
20150513,IDZQ000NJR6,2887.2898
20150513,IDZQ000P451,0.0
20150513,IDZQ000P5H5,278281.5
20150513,IDZQ000P6Q3,0.0
20150513,IDZQ000P852,67642.53
20150513,IDZQ000PDN1,3290.8987
