Date,Id,MDV_63
20140701,ID00007JMS4,0.0
20140701,ID0000DP217,0.0
20140701,ID0000DQVM9,0.0
20140701,ID0000DT838,0.0
20140701,ID0000DTTJ5,0.0
20140701,ID0000DWTV7,0.0
20140701,ID0000F22K6,0.0
20140701,ID0000F72N8,0.0
20140701,ID0000F72P6,0.0
20140701,ID0000F72Q5,0.0
20140701,ID0000FGM81,0.0
20140701,ID0000FLJP3,0.0
20140701,ID0000FR2H3,0.0
20140701,ID0000FTLF1,0.0
20140701,ID000B9WTK6,9954.1045
20140701,ID000B9ZG12,0.0
20140701,IDZQ0000RP5,2536446.0
20140701,IDZQ00028F6,210918.7
20140701,IDZQ0003GF7,4668617.5
20140701,IDZQ0003JW2,0.0
20140701,IDZQ0003N80,0.0
20140701,IDZQ00041J5,49163.336
20140701,IDZQ00047M8,12763439.0
20140701,IDZQ00048R1,44946324.0
20140701,IDZQ0005505,19530.322
20140701,IDZQ0005R34,2826642.8
20140701,IDZQ0005SC2,67856100.0
20140701,IDZQ0006KZ3,2789.8306
20140701,IDZQ00072J0,577199.94
20140701,IDZQ00074Z8,0.0
20140701,IDZQ00078M3,2091.6492
20140701,IDZQ0007ZC4,16908544.0
20140701,IDZQ00083Q9,6827.7734
20140701,IDZQ0008744,0.0
20140701,IDZQ0008WW8,21142812.0
20140701,IDZQ0008Z60,80192.45
20140701,IDZQ00095S1,1520.91
20140701,IDZQ0009HH7,8492880.0
20140701,IDZQ0009LP9,299827.75
20140701,IDZQ0009P98,15245007.0
20140701,IDZQ000BBR6,61815260.0
20140701,IDZQ000BLR4,1994616.4
20140701,IDZQ000BQ48,11312.011
20140701,IDZQ000BRG3,76745.414
20140701,IDZQ000C552,498738.16
20140701,IDZQ000CH56,345858.2
20140701,IDZQ000CLN7,261727.16
20140701,IDZQ000DLD7,81151.08
20140701,IDZQ000DWM3,52056856.0
20140701,IDZQ000F3R0,3457728.2
20140701,IDZQ000F6Q4,1876794.9
20140701,IDZQ000F8T7,236556080.0
20140701,IDZQ000FD25,15592.223
20140701,IDZQ000FLJ9,24359234.0
20140701,IDZQ000FPC7,282820.8
20140701,ID000ID228,2102.13
20140701,ID000ID3Z0,238900.95
20140701,IDZQ000J2Z9,0.0
20140701,IDZQ000J314,463067.8
20140701,IDZQ000JBM3,0.0
20140701,IDZQ000JHG7,182905.73
20140701,IDZQ000JZ04,184590.53
20140701,IDZQ000KL21,34120790.0
20140701,IDZQ000KVM7,232126.05
20140701,IDZQ000KY05,58831164.0
20140701,IDZQ000LCT1,0.0
20140701,IDZQ000LDF4,32228.404
20140701,IDZQ000LP58,161312.69
20140701,IDZQ000LT87,0.0
20140701,IDZQ000LYN9,27638.848
20140701,IDZQ000M1Y8,25682.89
20140701,IDZQ000M374,46248256.0
20140701,IDZQ000M533,18211766.0
20140701,IDZQ000M8V6,0.0
20140701,IDZQ000MKV9,5983378.5
20140701,IDZQ000MQB8,522497.16
20140701,IDZQ000MQK8,1602802.1
20140701,IDZQ000MVL6,12390185.0
20140701,IDZQ000MWP0,12742760.0
20140701,IDZQ000N7T0,90942.98
20140701,IDZQ000NCQ2,17499.477
20140701,IDZQ000NGP4,32244.541
20140701,IDZQ000NJJ5,925.547
20140701,IDZQ000NJR6,4223.4434
20140701,IDZQ000P451,0.0
20140701,IDZQ000P5H5,183506.22
20140701,IDZQ000P6Q3,0.0
20140701,IDZQ000P852,28228.951
20140701,IDZQ000PDN1,17213.98
20140701,IDZQ000PTP4,39664950.0
20140701,IDZQ000Q012,94555120.0
20140701,IDZQ000Q8V2,73555.805
20140701,IDZQ000QFQ2,227213.75
20140701,IDZQ000QHK4,170050420.0
20140701,IDZQ000QX92,106886.02
20140701,IDZQ000QXG4,1107.6008
20140701,IDZQ000R4K2,89752.39
20140701,IDZQ000RJ38,990.537
20140701,IDZQ000RTM5,222000.25
20140701,IDZQ000S1F3,32641.172
20140701,IDZQ000S2R8,450887.34
20140701,IDZQ000S8J4,0.0
20140701,IDZQ000SB34,5786.553
20140701,IDZQ000SDR4,1678863.0
20140701,IDZQ000SHJ4,5438.7407
20140701,IDZQ000SJC7,4159.2
20140701,IDZQ000SV67,772.0482
20140701,IDZQ000SWK9,0.0
20140701,IDZQ000T3P7,0.0
20140701,IDZQ000T938,31519.264
20140701,IDZQ000TL40,796316.0
20140701,IDZQ000TWT9,105895.1
20140701,IDZQ000VF40,869.6376
20140701,IDZQ000VMT8,8818.219
20140701,IDZQ000VST5,0.0
20140701,IDZQ000VT77,251003150.0
20140701,IDZQ000W4C5,197747.47
20140701,IDZQ000W587,1047992.94
20140701,IDZQ000W783,47097.9
20140701,IDZQ000WBV8,121532560.0
20140701,IDZQ000WDG1,223839090.0
20140701,IDZQ000WHZ1,0.0
20140701,IDZQ000WLT9,0.0
20140701,IDZQ000WNJ6,16156.133
20140701,IDZQ000WT94,2079.75
20140701,IDZQ000WXZ6,2108465.2
20140701,IDZQ000WYN7,98096504.0
20140701,IDZQ000X0H7,1097.9308
20140701,IDZQ000X336,574.8442
20140701,IDZQ000X522,0.0
20140701,IDZQ000X6D8,5127422.0
20140701,IDZQ000X8Q0,158534930.0
20140701,IDZQ000XJ04,308331260.0
20140701,IDZQ000XKM7,3257.457
20140701,IDZQ000XN05,39588.95
20140701,IDZQ000XP46,107543.57
20140701,IDZQ000XPH2,443129.22
20140701,IDZQ000XQG1,0.0
20140701,IDZQ000XSY7,51852004.0
20140701,IDZQ000XTF6,220940.19
20140701,IDZQ000XWR6,113132010.0
20140701,IDZQ000Y040,40823.406
20140701,IDZQ000Y0W9,113556600.0
20140701,IDZQ000Y264,23043.727
20140701,IDZQ000Y291,0.0
20140701,IDZQ000Y3P1,1335841.9
20140701,IDZQ000Y4D2,0.0
20140701,IDZQ000Y7B7,44208624.0
20140701,IDZQ000Y8Q9,105249130.0
20140701,IDZQ000YB91,27440782.0
20140701,IDZQ000YDZ8,149777140.0
20140701,IDZQ000YG45,1084299.4
20140701,IDZQ000YN13,78418.38
20140701,IDZQ000YR69,402793.8
20140701,IDZQ000YV51,9651.541
20140701,IDZQ000YW68,21397770.0
20140701,IDZQ000YX11,101317.67
20140701,IDZQ000YZ16,0.0
20140701,IDZQ000Z290,1193620.1
20140701,IDZQ000Z3V3,26377006.0
20140701,IDZQ000Z3Z9,26607276.0
20140701,IDZQ000Z4G8,8609.58
20140701,IDZQ000Z637,304855.0
20140701,IDZQ000Z9D0,91682570.0
20140701,IDZQ000ZKM5,2386071.2
20140701,IDZQ000ZRD0,0.0
20140701,IDZQ000ZTH2,260040540.0
20140701,IDZQ000ZW85,251762.39
