Date,Id,MDV_63
20160609,ID00007JMS4,0.0
20160609,ID0000DNN04,0.0
20160609,ID0000DP217,1198.6238
20160609,ID0000DQVM9,0.0
20160609,ID0000DT838,2294.0776
20160609,ID0000DTTJ5,233.723
20160609,ID0000DWTV7,0.0
20160609,ID0000F22K6,2506.261
20160609,ID0000F72N8,0.0
20160609,ID0000F72P6,0.0
20160609,ID0000F72Q5,6425.103
20160609,ID0000FGM81,0.0
20160609,ID0000FLJP3,646.13794
20160609,ID0000FR2H3,0.0
20160609,ID0000FTLF1,0.0
20160609,ID000B9WTK6,2457.1533
20160609,ID000B9X457,0.0
20160609,ID000B9ZG12,0.0
20160609,IDZQ0000RP5,4290928.0
20160609,IDZQ00028F6,129931.45
20160609,IDZQ0003GF7,9368596.0
20160609,IDZQ0003JW2,0.0
20160609,IDZQ00041J5,64748.98
20160609,IDZQ00047M8,11090601.0
20160609,IDZQ00048R1,39143396.0
20160609,IDZQ0005505,1943.8174
20160609,IDZQ0005R34,3239003.0
20160609,IDZQ0005SC2,53723148.0
20160609,IDZQ0006KZ3,943.33575
20160609,IDZQ00072J0,238466.58
20160609,IDZQ00074Z8,0.0
20160609,IDZQ00078M3,5251.8564
20160609,IDZQ0007ZC4,16929990.0
20160609,IDZQ00083Q9,1610.782
20160609,IDZQ0008744,0.0
20160609,IDZQ0008WW8,18072444.0
20160609,IDZQ0008Z60,259487.83
20160609,IDZQ00095S1,14652.165
20160609,IDZQ0009HH7,6758350.0
20160609,IDZQ0009P98,17665032.0
20160609,IDZQ000BBR6,56428684.0
20160609,IDZQ000BLR4,1545719.2
20160609,IDZQ000BQ48,408.46848
20160609,IDZQ000BRG3,153425.72
20160609,IDZQ000C552,520793.94
20160609,IDZQ000C6F9,0.0
20160609,IDZQ000CLN7,546160.2
20160609,IDZQ000DLD7,16158.182
20160609,IDZQ000DWM3,40031400.0
20160609,IDZQ000F3R0,2463586.5
20160609,IDZQ000F6Q4,1609778.2
20160609,IDZQ000F8T7,217018050.0
20160609,IDZQ000FLJ9,19124954.0
20160609,IDZQ000FPC7,368647.84
20160609,ID000ID228,6514.193
20160609,ID000ID3Z0,15909.027
20160609,IDZQ000J314,145801.23
20160609,IDZQ000JHG7,61806.008
20160609,IDZQ000JZ04,28737.412
20160609,IDZQ000KL21,26554028.0
20160609,IDZQ000KVM7,161653.17
20160609,IDZQ000KY05,27736476.0
20160609,IDZQ000LDF4,8256.315
20160609,IDZQ000LP58,24862.404
20160609,IDZQ000LT87,0.0
20160609,IDZQ000LYN9,89280.57
20160609,IDZQ000M1Y8,95433.125
20160609,IDZQ000M374,35203840.0
20160609,IDZQ000M533,16548850.0
20160609,IDZQ000M677,0.0
20160609,IDZQ000M8V6,0.0
20160609,IDZQ000MKV9,7646471.0
20160609,IDZQ000MQB8,186881.56
20160609,IDZQ000MQK8,1149793.4
20160609,IDZQ000MVL6,4613391.0
20160609,IDZQ000MWP0,6714499.0
20160609,IDZQ000N7T0,30299.416
